palabra	sentimiento	lexicon	valor
indiferencia	ira	nrc	NA
indiferencia	miedo	nrc	NA
indiferencia	negativo	nrc	NA
indiferencia	tristeza	nrc	NA
indiferente	disgusto	nrc	NA
indiferente	ira	nrc	NA
indiferente	negativo	nrc	NA
indiferente	tristeza	nrc	NA
indigente	miedo	nrc	NA
indigente	negativo	nrc	NA
indigente	tristeza	nrc	NA
indignación	disgusto	nrc	NA
indignación	ira	nrc	NA
indignación	negativo	nrc	NA
indignado	ira	nrc	NA
indignado	negativo	nrc	NA
indignante	asombro	nrc	NA
indispuesto	negativo	nrc	NA
indispuesto	tristeza	nrc	NA
indistinto	negativo	nrc	NA
individualidad	positivo	nrc	NA
individualmente	positivo	nrc	NA
indivisible	confianza	nrc	NA
indiviso	positivo	nrc	NA
indolente	negativo	nrc	NA
indomable	miedo	nrc	NA
indomable	positivo	nrc	NA
indudable	confianza	nrc	NA
indudable	positivo	nrc	NA
indudables	disgusto	nrc	NA
indudables	premonición	nrc	NA
indulgente	positivo	nrc	NA
indulto	positivo	nrc	NA
inédito	negativo	nrc	NA
inédito	premonición	nrc	NA
inédito	tristeza	nrc	NA
inefable	positivo	nrc	NA
ineficacia	disgusto	nrc	NA
ineficacia	negativo	nrc	NA
ineficacia	tristeza	nrc	NA
ineficaz	disgusto	nrc	NA
ineficaz	negativo	nrc	NA
ineficiente	negativo	nrc	NA
ineficiente	tristeza	nrc	NA
ineptitud	disgusto	nrc	NA
ineptitud	miedo	nrc	NA
ineptitud	negativo	nrc	NA
ineptitud	tristeza	nrc	NA
inepto	disgusto	nrc	NA
inepto	ira	nrc	NA
inepto	negativo	nrc	NA
inequívocamente	positivo	nrc	NA
inequívoco	confianza	nrc	NA
inerte	negativo	nrc	NA
inesperadamente	asombro	nrc	NA
inesperado	alegría	nrc	NA
inesperado	asombro	nrc	NA
inesperado	miedo	nrc	NA
inesperado	negativo	nrc	NA
inesperado	positivo	nrc	NA
inesperado	premonición	nrc	NA
inestabilidad	disgusto	nrc	NA
inestabilidad	miedo	nrc	NA
inestabilidad	negativo	nrc	NA
inestable	asombro	nrc	NA
inestable	disgusto	nrc	NA
inestable	ira	nrc	NA
inestable	miedo	nrc	NA
inestable	negativo	nrc	NA
inestimable	positivo	nrc	NA
inevitable	negativo	nrc	NA
inexacto	negativo	nrc	NA
inexcusable	disgusto	nrc	NA
inexcusable	ira	nrc	NA
inexcusable	negativo	nrc	NA
inexcusable	tristeza	nrc	NA
inexperiencia	negativo	nrc	NA
inexperto	negativo	nrc	NA
inexplicable	asombro	nrc	NA
inexplicable	confianza	nrc	NA
inexplicable	disgusto	nrc	NA
inexplicable	negativo	nrc	NA
inexplicable	premonición	nrc	NA
inexplicable	tristeza	nrc	NA
infalibilidad	confianza	nrc	NA
infalible	positivo	nrc	NA
infame	disgusto	nrc	NA
infame	ira	nrc	NA
infame	miedo	nrc	NA
infame	negativo	nrc	NA
infamia	negativo	nrc	NA
infamia	tristeza	nrc	NA
infancia	alegría	nrc	NA
infancia	positivo	nrc	NA
infanticidio	disgusto	nrc	NA
infanticidio	ira	nrc	NA
infanticidio	miedo	nrc	NA
infanticidio	negativo	nrc	NA
infanticidio	premonición	nrc	NA
infanticidio	tristeza	nrc	NA
infantil	alegría	nrc	NA
infantil	asombro	nrc	NA
infantil	disgusto	nrc	NA
infantil	ira	nrc	NA
infantil	miedo	nrc	NA
infantil	negativo	nrc	NA
infantil	positivo	nrc	NA
infantil	premonición	nrc	NA
infarto	asombro	nrc	NA
infarto	miedo	nrc	NA
infarto	negativo	nrc	NA
infección	miedo	nrc	NA
infección	negativo	nrc	NA
infeccioso	disgusto	nrc	NA
infeccioso	miedo	nrc	NA
infeccioso	negativo	nrc	NA
infeccioso	tristeza	nrc	NA
infectar	disgusto	nrc	NA
infectar	negativo	nrc	NA
infelicidad	negativo	nrc	NA
infelicidad	tristeza	nrc	NA
infeliz	disgusto	nrc	NA
infeliz	ira	nrc	NA
infeliz	negativo	nrc	NA
infeliz	tristeza	nrc	NA
inferior	ira	nrc	NA
inferior	miedo	nrc	NA
inferior	negativo	nrc	NA
inferior	tristeza	nrc	NA
inferioridad	negativo	nrc	NA
infernal	disgusto	nrc	NA
infernal	ira	nrc	NA
infernal	miedo	nrc	NA
infernal	negativo	nrc	NA
infernal	tristeza	nrc	NA
infestación	disgusto	nrc	NA
infestación	miedo	nrc	NA
infestación	negativo	nrc	NA
infidelidad	disgusto	nrc	NA
infidelidad	ira	nrc	NA
infidelidad	miedo	nrc	NA
infidelidad	negativo	nrc	NA
infidelidad	tristeza	nrc	NA
infiel	disgusto	nrc	NA
infiel	ira	nrc	NA
infiel	miedo	nrc	NA
infiel	negativo	nrc	NA
infierno	disgusto	nrc	NA
infierno	ira	nrc	NA
infierno	miedo	nrc	NA
infierno	negativo	nrc	NA
infierno	tristeza	nrc	NA
infiltración	negativo	nrc	NA
infiltración	positivo	nrc	NA
infinito	alegría	nrc	NA
infinito	confianza	nrc	NA
infinito	positivo	nrc	NA
infinito	premonición	nrc	NA
inflación	miedo	nrc	NA
inflación	negativo	nrc	NA
inflado	negativo	nrc	NA
inflamación	negativo	nrc	NA
inflexible	disgusto	nrc	NA
inflexible	ira	nrc	NA
inflexible	miedo	nrc	NA
inflexible	negativo	nrc	NA
infligir	ira	nrc	NA
infligir	miedo	nrc	NA
infligir	negativo	nrc	NA
infligir	tristeza	nrc	NA
influencia	negativo	nrc	NA
influencia	positivo	nrc	NA
influyente	confianza	nrc	NA
influyente	positivo	nrc	NA
información	positivo	nrc	NA
informar	confianza	nrc	NA
informe	negativo	nrc	NA
infortunio	miedo	nrc	NA
infortunio	negativo	nrc	NA
infortunio	tristeza	nrc	NA
infracción	ira	nrc	NA
infracción	negativo	nrc	NA
infringir	negativo	nrc	NA
infructuoso	negativo	nrc	NA
infructuoso	tristeza	nrc	NA
infundado	negativo	nrc	NA
ingenio	positivo	nrc	NA
ingenioso	alegría	nrc	NA
ingenioso	positivo	nrc	NA
ingenuo	negativo	nrc	NA
ingresos	alegría	nrc	NA
ingresos	confianza	nrc	NA
ingresos	negativo	nrc	NA
ingresos	positivo	nrc	NA
ingresos	premonición	nrc	NA
ingresos	tristeza	nrc	NA
inhabilitar	miedo	nrc	NA
inhabilitar	negativo	nrc	NA
inhabilitar	tristeza	nrc	NA
inhibir	disgusto	nrc	NA
inhibir	ira	nrc	NA
inhibir	negativo	nrc	NA
inhibir	tristeza	nrc	NA
inhóspito	negativo	nrc	NA
inhóspito	tristeza	nrc	NA
inhumanidad	negativo	nrc	NA
inhumanidad	tristeza	nrc	NA
inhumano	disgusto	nrc	NA
inhumano	ira	nrc	NA
inhumano	miedo	nrc	NA
inhumano	negativo	nrc	NA
inhumano	tristeza	nrc	NA
inimaginable	asombro	nrc	NA
inimaginable	negativo	nrc	NA
inimaginable	positivo	nrc	NA
inimitable	confianza	nrc	NA
inimitable	positivo	nrc	NA
ininteligible	negativo	nrc	NA
iniquidad	disgusto	nrc	NA
iniquidad	negativo	nrc	NA
injusticia	ira	nrc	NA
injusticia	negativo	nrc	NA
injusticia	tristeza	nrc	NA
injustificable	disgusto	nrc	NA
injustificable	ira	nrc	NA
injustificable	miedo	nrc	NA
injustificable	negativo	nrc	NA
injustificado	negativo	nrc	NA
injusto	disgusto	nrc	NA
injusto	ira	nrc	NA
injusto	negativo	nrc	NA
injusto	tristeza	nrc	NA
inmaculado	alegría	nrc	NA
inmaculado	confianza	nrc	NA
inmaculado	positivo	nrc	NA
inmadurez	ira	nrc	NA
inmadurez	negativo	nrc	NA
inmadurez	premonición	nrc	NA
inmaduro	negativo	nrc	NA
inmaduro	premonición	nrc	NA
inmanejable	disgusto	nrc	NA
inmanejable	negativo	nrc	NA
inmediación	asombro	nrc	NA
inmediatamente	negativo	nrc	NA
inmediatamente	positivo	nrc	NA
inmediatamente	premonición	nrc	NA
inmenso	positivo	nrc	NA
inmigrante	miedo	nrc	NA
inminente	miedo	nrc	NA
inminente	premonición	nrc	NA
inmoral	disgusto	nrc	NA
inmoral	ira	nrc	NA
inmoral	miedo	nrc	NA
inmoral	negativo	nrc	NA
inmoral	tristeza	nrc	NA
inmoralidad	disgusto	nrc	NA
inmoralidad	ira	nrc	NA
inmoralidad	negativo	nrc	NA
inmortal	positivo	nrc	NA
inmortalidad	premonición	nrc	NA
inmundicia	disgusto	nrc	NA
inmundicia	negativo	nrc	NA
inmundo	disgusto	nrc	NA
inmundo	negativo	nrc	NA
inmunización	confianza	nrc	NA
inmutable	negativo	nrc	NA
innovación	positivo	nrc	NA
innovar	positivo	nrc	NA
inocencia	positivo	nrc	NA
inocente	confianza	nrc	NA
inocente	positivo	nrc	NA
inocentemente	positivo	nrc	NA
inoculación	confianza	nrc	NA
inoculación	premonición	nrc	NA
inocuo	positivo	nrc	NA
inodoro	disgusto	nrc	NA
inodoro	negativo	nrc	NA
inoperante	ira	nrc	NA
inoperante	negativo	nrc	NA
inoportuno	negativo	nrc	NA
inoxidable	positivo	nrc	NA
inquebrantable	confianza	nrc	NA
inquebrantable	positivo	nrc	NA
inquieto	disgusto	nrc	NA
inquieto	miedo	nrc	NA
inquieto	negativo	nrc	NA
inquietud	negativo	nrc	NA
inquietud	premonición	nrc	NA
inquietud	tristeza	nrc	NA
inquilino	positivo	nrc	NA
inquisitivo	positivo	nrc	NA
insalubre	disgusto	nrc	NA
insalubre	miedo	nrc	NA
insalubre	negativo	nrc	NA
insalubre	tristeza	nrc	NA
insatisfacción	negativo	nrc	NA
insatisfactorio	disgusto	nrc	NA
insatisfactorio	negativo	nrc	NA
insatisfecho	disgusto	nrc	NA
insatisfecho	negativo	nrc	NA
insatisfecho	tristeza	nrc	NA
inscribirse	confianza	nrc	NA
inscribirse	premonición	nrc	NA
inseguridad	miedo	nrc	NA
inseguridad	negativo	nrc	NA
inseguro	ira	nrc	NA
inseguro	miedo	nrc	NA
inseguro	negativo	nrc	NA
inseguro	tristeza	nrc	NA
inseparable	alegría	nrc	NA
inseparable	confianza	nrc	NA
inseparable	positivo	nrc	NA
insidioso	disgusto	nrc	NA
insidioso	ira	nrc	NA
insidioso	miedo	nrc	NA
insidioso	negativo	nrc	NA
insignia	positivo	nrc	NA
insignificancia	negativo	nrc	NA
insignificante	ira	nrc	NA
insignificante	negativo	nrc	NA
insignificante	tristeza	nrc	NA
insípido	disgusto	nrc	NA
insípido	negativo	nrc	NA
insolente	negativo	nrc	NA
insolvencia	asombro	nrc	NA
insolvencia	miedo	nrc	NA
insolvencia	negativo	nrc	NA
insolvencia	tristeza	nrc	NA
insolvente	confianza	nrc	NA
insolvente	miedo	nrc	NA
insolvente	negativo	nrc	NA
insolvente	tristeza	nrc	NA
insostenible	negativo	nrc	NA
inspector	positivo	nrc	NA
inspiración	alegría	nrc	NA
inspiración	positivo	nrc	NA
inspiración	premonición	nrc	NA
inspirado	alegría	nrc	NA
inspirado	asombro	nrc	NA
inspirado	confianza	nrc	NA
inspirado	positivo	nrc	NA
inspirar	alegría	nrc	NA
inspirar	confianza	nrc	NA
inspirar	positivo	nrc	NA
inspirar	premonición	nrc	NA
instalar	premonición	nrc	NA
instigación	negativo	nrc	NA
instigar	negativo	nrc	NA
instintivo	disgusto	nrc	NA
instintivo	ira	nrc	NA
instintivo	miedo	nrc	NA
instintivo	positivo	nrc	NA
instituto	confianza	nrc	NA
institutriz	confianza	nrc	NA
instrucción	confianza	nrc	NA
instrucción	positivo	nrc	NA
instrucciones	confianza	nrc	NA
instrucciones	premonición	nrc	NA
instructor	confianza	nrc	NA
instructor	positivo	nrc	NA
instructor	premonición	nrc	NA
instruir	confianza	nrc	NA
instruir	positivo	nrc	NA
instrumental	positivo	nrc	NA
insuficiencia	ira	nrc	NA
insuficiencia	negativo	nrc	NA
insuficiente	negativo	nrc	NA
insuficiente	tristeza	nrc	NA
insuficientemente	negativo	nrc	NA
insultante	disgusto	nrc	NA
insultante	ira	nrc	NA
insultante	miedo	nrc	NA
insultante	negativo	nrc	NA
insultante	tristeza	nrc	NA
insulto	asombro	nrc	NA
insulto	disgusto	nrc	NA
insulto	ira	nrc	NA
insulto	negativo	nrc	NA
insulto	tristeza	nrc	NA
insuperable	miedo	nrc	NA
insuperable	negativo	nrc	NA
insuperable	tristeza	nrc	NA
insuperado	alegría	nrc	NA
insuperado	confianza	nrc	NA
insuperado	miedo	nrc	NA
insuperado	positivo	nrc	NA
insuperado	premonición	nrc	NA
insurgente	negativo	nrc	NA
insurrección	ira	nrc	NA
insurrección	negativo	nrc	NA
intacto	confianza	nrc	NA
intacto	positivo	nrc	NA
integridad	confianza	nrc	NA
integridad	positivo	nrc	NA
intelecto	positivo	nrc	NA
intelectual	positivo	nrc	NA
inteligencia	alegría	nrc	NA
inteligencia	confianza	nrc	NA
inteligencia	miedo	nrc	NA
inteligencia	positivo	nrc	NA
inteligente	confianza	nrc	NA
inteligente	positivo	nrc	NA
intencionadamente	positivo	nrc	NA
intenso	alegría	nrc	NA
intenso	asombro	nrc	NA
intenso	confianza	nrc	NA
intenso	disgusto	nrc	NA
intenso	ira	nrc	NA
intenso	miedo	nrc	NA
intenso	negativo	nrc	NA
intenso	positivo	nrc	NA
intentar	confianza	nrc	NA
intento	premonición	nrc	NA
intercambio	confianza	nrc	NA
intercambio	positivo	nrc	NA
interceder	miedo	nrc	NA
interceder	tristeza	nrc	NA
intercesión	confianza	nrc	NA
interdicción	negativo	nrc	NA
interdicto	negativo	nrc	NA
interés	positivo	nrc	NA
interesado	disgusto	nrc	NA
interesado	positivo	nrc	NA
interesado	tristeza	nrc	NA
interesante	positivo	nrc	NA
interferencia	negativo	nrc	NA
interino	premonición	nrc	NA
interior	confianza	nrc	NA
interior	disgusto	nrc	NA
interior	positivo	nrc	NA
interlocutorio	positivo	nrc	NA
interludio	positivo	nrc	NA
interminable	ira	nrc	NA
interminable	negativo	nrc	NA
interminable	positivo	nrc	NA
interminable	premonición	nrc	NA
interpretación	negativo	nrc	NA
interrogar	miedo	nrc	NA
interrogatorio	miedo	nrc	NA
interrumpido	negativo	nrc	NA
interrumpido	tristeza	nrc	NA
interrumpir	asombro	nrc	NA
interrumpir	ira	nrc	NA
interrumpir	negativo	nrc	NA
intervención	negativo	nrc	NA
intervención	positivo	nrc	NA
intervención	tristeza	nrc	NA
intestado	negativo	nrc	NA
intestinal	disgusto	nrc	NA
intestinos	disgusto	nrc	NA
íntimamente	alegría	nrc	NA
íntimamente	miedo	nrc	NA
íntimamente	premonición	nrc	NA
intimidación	ira	nrc	NA
intimidación	miedo	nrc	NA
intimidación	negativo	nrc	NA
intimidar	miedo	nrc	NA
intimidar	negativo	nrc	NA
íntimo	alegría	nrc	NA
íntimo	confianza	nrc	NA
íntimo	positivo	nrc	NA
íntimo	premonición	nrc	NA
intolerable	ira	nrc	NA
intolerable	negativo	nrc	NA
intolerancia	disgusto	nrc	NA
intolerancia	ira	nrc	NA
intolerancia	miedo	nrc	NA
intolerancia	negativo	nrc	NA
intolerante	disgusto	nrc	NA
intolerante	ira	nrc	NA
intolerante	miedo	nrc	NA
intolerante	negativo	nrc	NA
intolerante	tristeza	nrc	NA
intransitable	negativo	nrc	NA
intratable	ira	nrc	NA
intratable	negativo	nrc	NA
intrépido	positivo	nrc	NA
intriga	asombro	nrc	NA
intriga	miedo	nrc	NA
intriga	negativo	nrc	NA
intriga	premonición	nrc	NA
intrusión	miedo	nrc	NA
intrusión	negativo	nrc	NA
intruso	asombro	nrc	NA
intruso	disgusto	nrc	NA
intruso	ira	nrc	NA
intruso	miedo	nrc	NA
intruso	negativo	nrc	NA
intuición	confianza	nrc	NA
intuición	positivo	nrc	NA
intuitivamente	premonición	nrc	NA
intuitivo	positivo	nrc	NA
inundación	miedo	nrc	NA
inútil	negativo	nrc	NA
inútil	tristeza	nrc	NA
invadir	asombro	nrc	NA
invadir	ira	nrc	NA
invadir	miedo	nrc	NA
invadir	negativo	nrc	NA
invadir	tristeza	nrc	NA
invalidación	negativo	nrc	NA
invalidar	negativo	nrc	NA
invalidez	negativo	nrc	NA
inválido	tristeza	nrc	NA
invariablemente	positivo	nrc	NA
invasión	ira	nrc	NA
invasión	miedo	nrc	NA
invasión	negativo	nrc	NA
invasor	ira	nrc	NA
invasor	miedo	nrc	NA
invasor	negativo	nrc	NA
invasor	tristeza	nrc	NA
inventivo	positivo	nrc	NA
inventor	positivo	nrc	NA
inversión	asombro	nrc	NA
inversión	disgusto	nrc	NA
inversión	ira	nrc	NA
inversión	negativo	nrc	NA
investigación	positivo	nrc	NA
investigación	premonición	nrc	NA
investigador	positivo	nrc	NA
investigar	positivo	nrc	NA
invicto	alegría	nrc	NA
invicto	asombro	nrc	NA
invicto	negativo	nrc	NA
invicto	positivo	nrc	NA
invicto	premonición	nrc	NA
invicto	tristeza	nrc	NA
invitación	positivo	nrc	NA
invitación	premonición	nrc	NA
invitar	alegría	nrc	NA
invitar	asombro	nrc	NA
invitar	confianza	nrc	NA
invitar	positivo	nrc	NA
invitar	premonición	nrc	NA
invocación	confianza	nrc	NA
invocación	premonición	nrc	NA
invocar	premonición	nrc	NA
involución	ira	nrc	NA
involución	negativo	nrc	NA
involuntariamente	asombro	nrc	NA
involuntariamente	negativo	nrc	NA
involuntario	asombro	nrc	NA
involuntario	negativo	nrc	NA
inyección	miedo	nrc	NA
ira	ira	nrc	NA
ira	miedo	nrc	NA
ira	negativo	nrc	NA
iris	miedo	nrc	NA
irracional	disgusto	nrc	NA
irracional	miedo	nrc	NA
irracional	negativo	nrc	NA
irracionalidad	negativo	nrc	NA
irradiar	positivo	nrc	NA
irreconciliable	ira	nrc	NA
irreconciliable	miedo	nrc	NA
irreconciliable	negativo	nrc	NA
irreconciliable	tristeza	nrc	NA
irreducible	positivo	nrc	NA
irreflexivo	disgusto	nrc	NA
irreflexivo	ira	nrc	NA
irreflexivo	negativo	nrc	NA
irrefutable	confianza	nrc	NA
irrefutable	positivo	nrc	NA
irregular	negativo	nrc	NA
irregularidad	negativo	nrc	NA
irrelevante	negativo	nrc	NA
irreparable	miedo	nrc	NA
irreparable	negativo	nrc	NA
irreparable	tristeza	nrc	NA
irresistible	positivo	nrc	NA
irresoluto	premonición	nrc	NA
irrespetuoso	disgusto	nrc	NA
irrespetuoso	ira	nrc	NA
irrespetuoso	miedo	nrc	NA
irrespetuoso	negativo	nrc	NA
irrespetuoso	tristeza	nrc	NA
irresponsable	negativo	nrc	NA
irreverente	negativo	nrc	NA
irrevocable	negativo	nrc	NA
irritabilidad	ira	nrc	NA
irritabilidad	negativo	nrc	NA
irritable	ira	nrc	NA
irritable	negativo	nrc	NA
irritación	disgusto	nrc	NA
irritación	ira	nrc	NA
irritación	negativo	nrc	NA
irritación	tristeza	nrc	NA
irritante	disgusto	nrc	NA
irritante	ira	nrc	NA
irritante	negativo	nrc	NA
irrompible	positivo	nrc	NA
jactancia	negativo	nrc	NA
jactarse	negativo	nrc	NA
jadeando	miedo	nrc	NA
jadeando	negativo	nrc	NA
jadear	asombro	nrc	NA
jamelgo	ira	nrc	NA
jamelgo	negativo	nrc	NA
jardín	alegría	nrc	NA
jardín	positivo	nrc	NA
jarra	ira	nrc	NA
jarra	miedo	nrc	NA
jarra	negativo	nrc	NA
jarra	positivo	nrc	NA
jarra	tristeza	nrc	NA
jaula	negativo	nrc	NA
jaula	tristeza	nrc	NA
jerga	negativo	nrc	NA
jeringuilla	miedo	nrc	NA
jinete	positivo	nrc	NA
jornada	negativo	nrc	NA
joven	alegría	nrc	NA
joven	asombro	nrc	NA
joven	positivo	nrc	NA
joven	premonición	nrc	NA
jovial	alegría	nrc	NA
jovial	positivo	nrc	NA
jubilación	alegría	nrc	NA
jubilación	confianza	nrc	NA
jubilación	miedo	nrc	NA
jubilación	negativo	nrc	NA
jubilación	positivo	nrc	NA
jubilación	premonición	nrc	NA
jubilación	tristeza	nrc	NA
jubileo	alegría	nrc	NA
jubileo	asombro	nrc	NA
jubileo	positivo	nrc	NA
júbilo	alegría	nrc	NA
júbilo	positivo	nrc	NA
jubiloso	alegría	nrc	NA
jubiloso	asombro	nrc	NA
jubiloso	confianza	nrc	NA
jubiloso	positivo	nrc	NA
judicatura	confianza	nrc	NA
judicatura	premonición	nrc	NA
judicial	confianza	nrc	NA
judicial	positivo	nrc	NA
judicial	premonición	nrc	NA
juego	asombro	nrc	NA
juego	negativo	nrc	NA
juego	premonición	nrc	NA
juerga	negativo	nrc	NA
jugador	asombro	nrc	NA
jugador	negativo	nrc	NA
jugador	premonición	nrc	NA
jugar	negativo	nrc	NA
juguetón	alegría	nrc	NA
juguetón	asombro	nrc	NA
juguetón	confianza	nrc	NA
juguetón	ira	nrc	NA
juguetón	positivo	nrc	NA
juicio	asombro	nrc	NA
juicioso	confianza	nrc	NA
juicioso	positivo	nrc	NA
jungla	miedo	nrc	NA
junta	negativo	nrc	NA
juntarse	confianza	nrc	NA
jurado	confianza	nrc	NA
juramento	confianza	nrc	NA
juramento	positivo	nrc	NA
jurar	confianza	nrc	NA
jurar	positivo	nrc	NA
jurisprudencia	tristeza	nrc	NA
jurista	confianza	nrc	NA
justicia	confianza	nrc	NA
justicia	positivo	nrc	NA
justificable	confianza	nrc	NA
justificable	positivo	nrc	NA
justificación	positivo	nrc	NA
justificar	confianza	nrc	NA
justo	positivo	nrc	NA
juvenil	negativo	nrc	NA
juventud	alegría	nrc	NA
juventud	asombro	nrc	NA
juventud	ira	nrc	NA
juventud	miedo	nrc	NA
juventud	positivo	nrc	NA
juventud	premonición	nrc	NA
juzgar	miedo	nrc	NA
juzgar	negativo	nrc	NA
laberíntico	negativo	nrc	NA
laberinto	negativo	nrc	NA
laberinto	premonición	nrc	NA
laboral	positivo	nrc	NA
laborioso	negativo	nrc	NA
ladrido	ira	nrc	NA
ladrido	negativo	nrc	NA
ladrón	asombro	nrc	NA
ladrón	disgusto	nrc	NA
ladrón	ira	nrc	NA
ladrón	miedo	nrc	NA
ladrón	negativo	nrc	NA
ladrón	tristeza	nrc	NA
lamentable	negativo	nrc	NA
lamentable	tristeza	nrc	NA
lamentando	negativo	nrc	NA
lamentando	tristeza	nrc	NA
lamentar	negativo	nrc	NA
lamentar	tristeza	nrc	NA
lamento	disgusto	nrc	NA
lamento	miedo	nrc	NA
lamento	negativo	nrc	NA
lamento	tristeza	nrc	NA
lamer	disgusto	nrc	NA
lamer	negativo	nrc	NA
langosta	miedo	nrc	NA
langosta	negativo	nrc	NA
languidecer	negativo	nrc	NA
languideciendo	miedo	nrc	NA
languideciendo	negativo	nrc	NA
languideciendo	tristeza	nrc	NA
lánguido	negativo	nrc	NA
lanza	ira	nrc	NA
lanza	miedo	nrc	NA
lanza	negativo	nrc	NA
lanza	premonición	nrc	NA
lanzamiento	positivo	nrc	NA
lanzamiento	premonición	nrc	NA
lapso	negativo	nrc	NA
largo	premonición	nrc	NA
lascivo	disgusto	nrc	NA
lascivo	negativo	nrc	NA
láser	confianza	nrc	NA
láser	positivo	nrc	NA
lástima	tristeza	nrc	NA
lastimando	ira	nrc	NA
lastimando	miedo	nrc	NA
lastimando	negativo	nrc	NA
lastimando	tristeza	nrc	NA
lastimero	tristeza	nrc	NA
latente	asombro	nrc	NA
latente	disgusto	nrc	NA
latente	ira	nrc	NA
latente	negativo	nrc	NA
latente	premonición	nrc	NA
latido	miedo	nrc	NA
latido	negativo	nrc	NA
latido	tristeza	nrc	NA
latigazo	ira	nrc	NA
latigazo	miedo	nrc	NA
latigazo	negativo	nrc	NA
látigo	ira	nrc	NA
látigo	negativo	nrc	NA
laureado	confianza	nrc	NA
laureado	positivo	nrc	NA
laurel	positivo	nrc	NA
laureles	alegría	nrc	NA
laureles	positivo	nrc	NA
lava	ira	nrc	NA
lava	miedo	nrc	NA
lava	negativo	nrc	NA
lavabo	disgusto	nrc	NA
lavabo	negativo	nrc	NA
laxante	disgusto	nrc	NA
laxante	miedo	nrc	NA
laxante	negativo	nrc	NA
laxo	negativo	nrc	NA
laxo	tristeza	nrc	NA
lazo	negativo	nrc	NA
lazo	tristeza	nrc	NA
leal	alegría	nrc	NA
leal	asombro	nrc	NA
leal	confianza	nrc	NA
leal	miedo	nrc	NA
leal	positivo	nrc	NA
lealtad	confianza	nrc	NA
lealtad	positivo	nrc	NA
lección	confianza	nrc	NA
lección	positivo	nrc	NA
lección	premonición	nrc	NA
lector	positivo	nrc	NA
lectura	positivo	nrc	NA
legado	confianza	nrc	NA
legal	confianza	nrc	NA
legal	positivo	nrc	NA
legalizado	alegría	nrc	NA
legalizado	confianza	nrc	NA
legalizado	ira	nrc	NA
legalizado	miedo	nrc	NA
legalizado	positivo	nrc	NA
legendario	positivo	nrc	NA
legibilidad	positivo	nrc	NA
legible	positivo	nrc	NA
legislador	confianza	nrc	NA
legislatura	confianza	nrc	NA
legitimidad	confianza	nrc	NA
legítimo	positivo	nrc	NA
lemma	positivo	nrc	NA
lengüeta	ira	nrc	NA
lengüeta	negativo	nrc	NA
lentitud	negativo	nrc	NA
lento	negativo	nrc	NA
lento	tristeza	nrc	NA
león	miedo	nrc	NA
león	positivo	nrc	NA
leonado	disgusto	nrc	NA
lepra	disgusto	nrc	NA
lepra	miedo	nrc	NA
lepra	negativo	nrc	NA
lepra	tristeza	nrc	NA
lesbiana	disgusto	nrc	NA
lesbiana	negativo	nrc	NA
lesbiana	tristeza	nrc	NA
lesión	ira	nrc	NA
lesión	miedo	nrc	NA
lesión	negativo	nrc	NA
lesión	tristeza	nrc	NA
lesionado	miedo	nrc	NA
lesionado	negativo	nrc	NA
lesionado	tristeza	nrc	NA
lesionar	ira	nrc	NA
lesionar	miedo	nrc	NA
lesionar	negativo	nrc	NA
lesionar	tristeza	nrc	NA
letal	disgusto	nrc	NA
letal	miedo	nrc	NA
letal	negativo	nrc	NA
letal	tristeza	nrc	NA
letargo	negativo	nrc	NA
letargo	tristeza	nrc	NA
letrado	confianza	nrc	NA
letrado	positivo	nrc	NA
letrado	premonición	nrc	NA
letrina	confianza	nrc	NA
letrina	disgusto	nrc	NA
letrina	negativo	nrc	NA
letrinas	disgusto	nrc	NA
letrinas	negativo	nrc	NA
leucemia	ira	nrc	NA
leucemia	miedo	nrc	NA
leucemia	negativo	nrc	NA
leucemia	tristeza	nrc	NA
levantamiento	ira	nrc	NA
levantamiento	miedo	nrc	NA
levantamiento	negativo	nrc	NA
levantamiento	premonición	nrc	NA
ley	confianza	nrc	NA
liberación	alegría	nrc	NA
liberación	asombro	nrc	NA
liberación	confianza	nrc	NA
liberación	positivo	nrc	NA
liberación	premonición	nrc	NA
liberal	negativo	nrc	NA
liberal	positivo	nrc	NA
liberar	alegría	nrc	NA
liberar	asombro	nrc	NA
liberar	confianza	nrc	NA
liberar	ira	nrc	NA
liberar	positivo	nrc	NA
liberar	premonición	nrc	NA
libertad	alegría	nrc	NA
libertad	asombro	nrc	NA
libertad	confianza	nrc	NA
libertad	positivo	nrc	NA
libertad	premonición	nrc	NA
libertinaje	disgusto	nrc	NA
libertinaje	miedo	nrc	NA
libertinaje	negativo	nrc	NA
libidinoso	negativo	nrc	NA
libra	ira	nrc	NA
libra	negativo	nrc	NA
libresco	negativo	nrc	NA
líder	confianza	nrc	NA
líder	positivo	nrc	NA
liga	positivo	nrc	NA
limitado	ira	nrc	NA
limitado	negativo	nrc	NA
limitado	tristeza	nrc	NA
limo	disgusto	nrc	NA
limón	disgusto	nrc	NA
limón	negativo	nrc	NA
limpiamente	positivo	nrc	NA
limpiar	positivo	nrc	NA
limpieza	positivo	nrc	NA
limpio	alegría	nrc	NA
limpio	confianza	nrc	NA
limpio	positivo	nrc	NA
linchar	disgusto	nrc	NA
linchar	ira	nrc	NA
linchar	miedo	nrc	NA
linchar	negativo	nrc	NA
linchar	tristeza	nrc	NA
