"palabra"	"valor"
"herir"	-1
"hermafrodita"	1
"hermandad"	1
"hermano"	1
"hermético"	1
"hermetismo"	1
"hermosa"	1
"hermoso"	1
"héroe"	1
"heroicidad"	1
"heroicidades"	1
"heroico"	1
"heroína"	-1
"heroísmo"	1
"herpes"	-1
"herradero"	-1
"herrerasauridae"	1
"herrerasaurus"	1
"herrero"	1
"herrumbrar"	-1
"herrumbre"	-1
"hervir"	-1
"heterodáctilo"	1
"heterodoxo"	-1
"heterogeneidad"	-1
"heterometábolo"	1
"heterosexismo"	1
"heterosis"	1
"heurística"	1
"hi-fi"	1
"hialino"	1
"híbrido"	1
"hibris"	-1
"hidalgo"	1
"hidra"	-1
"hídrico"	1
"hidrobátidos"	-1
"hidrocefalia"	-1
"hidrocele"	-1
"hidrófilo"	1
"hidrofítico"	1
"hidrofobia"	-1
"hidrofóbico"	-1
"hidrófobo"	1
"hidrogenar"	1
"hidromorfona"	-1
"hidropesía"	-1
"hidroxicina"	-1
"hiel"	-1
"hierro"	1
"hierros"	-1
"hifi"	1
"higiénico"	1
"higienizar"	1
"higrófilo"	1
"higrofítico"	1
"hija"	1
"hijoputa"	-1
"hilarante"	1
"hilaridad"	1
"hilas"	-1
"himenomicetes"	-1
"himno"	-1
"hinayanismo"	1
"hinchado"	-1
"hinchazón"	-1
"hinduismo"	1
"hiosciamina"	1
"hiperactivo"	1
"hiperacusia"	-1
"hiperadrenocorticalismo"	-1
"hipérbole"	-1
"hipercalciuria"	-1
"hipercapnia"	1
"hipercolesterolemia"	-1
"hipercrítico"	1
"hiperemesis"	-1
"hiperglucemia"	1
"hiperinsulinismo"	-1
"hipermetropía"	-1
"hiperón"	-1
"hiperopía"	-1
"hiperpigmentación"	1
"hiperplasia"	-1
"hipertiroidismo"	1
"hipertónico"	1
"hipertrofia"	-1
"hipertrofiado"	1
"hípica"	1
"hipnotizado"	1
"hipnotizador"	1
"hipnotizar"	1
"hipocalcemia"	-1
"hipocondría"	-1
"hipocondriaco"	-1
"hipocondríaco"	-1
"hipocresía"	-1
"hipócrita"	-1
"hipócritamente"	-1
"hipogammaglobulinemia"	-1
"hipoglucemia"	-1
"hipoglucémico"	-1
"hipognato"	-1
"hipogonadismo"	-1
"hiponimia"	-1
"hipoparatiroidismo"	-1
"hipopnea"	1
"hipopotasemia"	-1
"hipospadias"	-1
"hipoteca"	-1
"hipotensión"	-1
"hipotenso"	-1
"hipótesis"	1
"hipotiroidismo"	-1
"hipotónico"	-1
"hippie"	-1
"hiriente"	-1
"hirviente"	-1
"histeria"	-1
"histérico"	-1
"histerismo"	-1
"histerocatalepsia"	-1
"histórico"	1
"histriónico"	1
"hiyab"	-1
"hobby"	1
"hogar"	1
"hogareño"	1
"holgado"	-1
"holgazán"	-1
"holgazanería"	-1
"holgura"	1
"hollín"	-1
"holocausto"	-1
"holometábolo"	1
"hombro"	1
"homenaje"	1
"homeopatía"	1
"homeotermo"	1
"homicida"	-1
"homicidio"	-1
"homilía"	1
"homocéntrico"	1
"homocíclico"	1
"homofobia"	-1
"homogeneidad"	1
"homogéneo"	1
"homología"	1
"homosexual"	-1
"homosexualidad"	-1
"homotermo"	1
"hondo"	1
"honestidad"	1
"honesto"	-1
"hongo"	-1
"honor"	1
"honorabilidad"	1
"honorable"	1
"honorablemente"	1
"honorado"	1
"honorario"	1
"honorarios"	1
"honores"	1
"honorífico"	1
"honradez"	1
"honrado"	1
"honrar"	1
"horas"	-1
"horca"	-1
"horda"	-1
"horizonte"	1
"hormigueo"	1
"hormiguilla"	-1
"horno"	-1
"horóscopo"	1
"horrendo"	-1
"horribilidad"	-1
"horrible"	-1
"horriblemente"	-1
"horridez"	-1
"hórrido"	-1
"horripilante"	-1
"horror"	-1
"horrorizado"	-1
"horrorizar"	-1
"horrorosamente"	-1
"horroroso"	-1
"hortera"	-1
"horterada"	-1
"hortícola"	-1
"hosanna"	1
"hosco"	-1
"hospedador"	1
"hospicio"	-1
"hospital"	-1
"hospitalario"	1
"hospitalidad"	1
"hosquedad"	-1
"hostigamiento"	-1
"hostigar"	-1
"hostil"	-1
"hostilidad"	-1
"hostilidades"	-1
"hueco"	-1
"huelga"	-1
"huérfano"	-1
"huero"	1
"huido"	-1
"huir"	-1
"humanar"	1
"humanidad"	1
"humanidades"	1
"humanista"	1
"humanístico"	1
"humanitario"	1
"humanizar"	1
"humano"	1
"humeante"	1
"humedad"	-1
"húmedo"	-1
"humidificar"	1
"humildad"	1
"humilde"	-1
"humildemente"	1
"humillación"	-1
"humillado"	-1
"humillante"	-1
"humillar"	-1
"humo"	-1
"humor"	1
"humorada"	1
"humorista"	1
"humorístico"	1
"hundido"	-1
"hundimiento"	-1
"huracán"	-1
"hurañía"	-1
"huraño"	-1
"hurra"	1
"hurtar"	-1
"hurto"	-1
"husmeador"	-1
"husmeo"	-1
"hyphantria"	1
"hytrin"	1
"iclonoclasta"	-1
"iconfundible"	1
"iconoclasia"	-1
"iconoclasía"	-1
"iconografía"	1
"iconoscopio"	1
"ictal"	-1
"ictericia"	-1
"ideal"	1
"idealismo"	1
"idealista"	1
"idealizado"	1
"identificable"	1
"identificado"	1
"idílico"	1
"idioma"	1
"idiota"	-1
"idiotez"	-1
"ido"	-1
"idolatrado"	1
"idolatría"	-1
"ídolo"	1
"idoneidad"	1
"idóneo"	1
"iglesia"	1
"ignífugo"	-1
"ignominia"	-1
"ignominioso"	-1
"ignorado"	-1
"ignorancia"	-1
"ignorante"	-1
"igualado"	1
"igualdad"	-1
"igualmente"	1
"ilegal"	-1
"ilegalidad"	-1
"ilegalizar"	-1
"ilegalmente"	-1
"ilegibilidad"	-1
"ilegible"	-1
"ilegítimo"	-1
"ileso"	1
"iletrado"	-1
"ilícito"	-1
"ilimitadamente"	-1
"ilimitado"	1
"ilógico"	-1
"iluminación"	1
"iluminar"	1
"iluminarse"	1
"ilustración"	1
"ilustrado"	1
"ilustrar"	1
"ilustrativo"	1
"ilustre"	1
"imaginable"	1
"imaginación"	-1
"imaginado"	-1
"imaginario"	-1
"imaginativo"	1
"imagismo"	1
"imán"	1
"imbécil"	-1
"imbecilidad"	-1
"imitación"	-1
"imitado"	-1
"imitador"	-1
"imitativo"	1
"immaculado"	1
"immunizar"	-1
"impaciencia"	-1
"impaciente"	-1
"impactar"	-1
"impagado"	-1
"impago"	-1
"imparable"	-1
"imparcial"	1
"imparcialidad"	1
"impartir"	1
"impás"	-1
"impasable"	-1
"impasibilidad"	-1
"impasible"	-1
"impecable"	1
"impedimento"	-1
"impedir"	-1
"impenetrabilidad"	-1
"impenetrable"	-1
"impenitente"	1
"impensable"	-1
"imperativo"	-1
"imperceptible"	-1
"imperceptivo"	-1
"imperdonable"	-1
"imperecedero"	-1
"imperfección"	-1
"imperfectamente"	-1
"imperfecto"	-1
"impermeabilidad"	1
"impermeabilizante"	1
"impermeable"	-1
"impersonal"	-1
"impersonalmente"	-1
"impertinencia"	-1
"impertinente"	-1
"impertubabilidad"	-1
"impetuosamente"	-1
"impetuoso"	-1
"impiedad"	-1
"impío"	-1
"implacable"	-1
"implantado"	1
"implicado"	-1
"implicar"	-1
"imploración"	1
"implorante"	1
"implorar"	-1
"impolítico"	-1
"impoluto"	1
"imponente"	-1
"imponer"	-1
"imponibilidad"	-1
"impopular"	-1
"impopularidad"	-1
"importancia"	1
"importante"	1
"importunar"	-1
"importuno"	-1
"imposibilidad"	-1
"imposible"	-1
"imposición"	-1
"impostor"	-1
"impostura"	-1
"impotencia"	-1
"impotente"	-1
"impracticable"	-1
"imprecación"	-1
"impreciso"	-1
"impregnar"	1
"impresentable"	-1
"impresión"	1
"impresionable"	-1
"impresionado"	-1
"impresionante"	1
"impresionar"	1
"impresionismo"	1
"imprevisible"	-1
"imprevisión"	-1
"imprevisor"	-1
"imprevista"	-1
"imprevisto"	-1
"imprimatur"	1
"imprimátur"	1
"improbable"	-1
"improcedencia"	-1
"improcedente"	-1
"improductividad"	-1
"improductivo"	-1
"impromptu"	-1
"improperio"	-1
"impropiamente"	-1
"impropicio"	-1
"impropiedad"	-1
"impropio"	-1
"improvisación"	1
"improvisado"	1
"improvisar"	1
"imprudencia"	-1
"imprudente"	-1
"impudencia"	-1
"impudente"	1
"impuesto"	-1
"impugnar"	-1
"impulsado"	1
"impulsivamente"	-1
"impulso"	1
"impulsor"	1
"impune"	1
"impunidad"	-1
"impureza"	-1
"impuro"	-1
"imputación"	-1
"in"	1
"inabordable"	-1
"inacabable"	-1
"inaccesibilidad"	-1
"inaccesible"	-1
"inaceptabilidad"	-1
"inaceptable"	-1
"inacostumbrado"	-1
"inactividad"	-1
"inactivo"	-1
"inadaptable"	-1
"inadaptado"	1
"inadaptador"	1
"inadecuación"	-1
"inadecuado"	-1
"inadmisibilidad"	-1
"inadmisible"	-1
"inadoptable"	-1
"inadvertido"	-1
"inaguantable"	-1
"inalcanzable"	-1
"inalienable"	1
"inalterado"	1
"inamovible"	-1
"inane"	-1
"inanición"	-1
"inanidad"	-1
"inanimado"	-1
"inánime"	-1
"inapelabilidad"	1
"inapetente"	-1
"inapetitoso"	-1
"inaplicabilidad"	-1
"inaplicable"	-1
"inapropiado"	-1
"inarmónico"	-1
"inasistencia"	-1
"inatacable"	-1
"inatención"	-1
"inaudible"	-1
"inauguración"	1
"inaugural"	1
"inbuir"	1
"incalculable"	-1
"incambiable"	1
"incansable"	1
"incansablemente"	-1
"incapacidad"	-1
"incapacitador"	-1
"incapaz"	-1
"incauta"	-1
"incautación"	-1
"incauto"	-1
"incendiar"	-1
"incendiario"	-1
"incendiarismo"	-1
"incendio"	-1
"incensar"	-1
"inceremonioso"	-1
"incertidumbre"	-1
"incertitud"	-1
"incesante"	-1
"incesantemente"	-1
"incesto"	-1
"incestuoso"	-1
"incidente"	-1
"incienso"	-1
"incierto"	-1
"incineración"	-1
"incisivo"	1
"incitador"	1
"incitante"	1
"incitar"	-1
"incitativo"	1
"inclemente"	-1
"inclinación"	1
"inclinado"	-1
"incluido"	1
"incluir"	1
"inclumplir"	-1
"inclusión"	1
"inclusive"	1
"inclusivo"	1
"incluyendo"	1
"incognoscible"	-1
"incoherencia"	-1
"incoherente"	-1
"incoloro"	-1
"incombinable"	-1
"incomodar"	-1
"incómodo"	-1
"incomparable"	1
"incomparecencia"	-1
"incompasivo"	-1
"incompatible"	-1
"incompatiblemente"	-1
"incompetencia"	-1
"incompetente"	-1
"incompetentemente"	-1
"incompletitud"	-1
"incompleto"	-1
"incomprendido"	-1
"incomprensible"	-1
"incomprensión"	-1
"inconcebible"	-1
"inconclusamente"	1
"inconcluso"	-1
"inconcreción"	-1
"incondicional"	1
"inconexo"	-1
"inconfundible"	1
"incongruencia"	-1
"incongruente"	-1
"inconmensurado"	-1
"inconmutable"	-1
"inconocible"	-1
"inconquistable"	-1
"inconsciencia"	-1
"inconsciente"	-1
"inconscientemente"	-1
"inconsecuencia"	-1
"inconsecuente"	-1
"inconsistencia"	-1
"inconsolable"	-1
"inconstancia"	-1
"inconstante"	-1
"inconstitucional"	-1
"inconstructivo"	-1
"incontable"	1
"incontaminado"	1
"incontestable"	-1
"incontinencia"	-1
"incontrolable"	-1
"incontrolado"	1
"incontrovertible"	1
"inconveniente"	-1
"inconvertible"	-1
"incorpóreo"	-1
"incorrecto"	-1
"incorrupción"	1
"incorruptibilidad"	-1
"incorrupto"	1
"incredulidad"	-1
"incrédulo"	-1
"increíble"	-1
"increíblemente"	1
"incrementado"	1
"increpación"	-1
"increpar"	-1
"incriminable"	-1
"incriminación"	-1
"incriminatorio"	-1
"incruento"	-1
"íncubo"	-1
"incuestionable"	1
"incuestionablemente"	1
"inculcación"	1
"inculpación"	-1
"inculpar"	-1
"inculpatorio"	-1
"incultura"	-1
"incumplida"	-1
"incumplimiento"	-1
"incurable"	-1
"incuria"	-1
"incursión"	-1
"incursionando"	-1
"incursionar"	-1
"indagación"	1
"indebido"	-1
"indecencia"	-1
"indecente"	-1
"indecible"	-1
"indecisión"	-1
"indeciso"	-1
"indecoro"	-1
"indecoroso"	-1
"indefectible"	1
"indefendible"	-1
"indefensable"	-1
"indefensible"	-1
"indefensión"	-1
"indefenso"	-1
"indefinible"	-1
"indefinición"	-1
"indefinida"	-1
"indefinido"	-1
"indeleble"	-1
"indelicadeza"	-1
"indelicado"	-1
"indelimitable"	-1
"indemne"	1
"indemnidad"	-1
"indemnizar"	-1
"independencia"	1
"independiente"	1
"indescriptible"	-1
"indeseable"	-1
"indestructibilidad"	-1
"indestructible"	1
"indetectable"	-1
"indetectado"	-1
"indeterminable"	-1
"indeterminado"	-1
"indicado"	1
"indicador"	1
"indicativo"	1
"indiferencia"	-1
"indiferente"	-1
"indigente"	-1
"indigerible"	-1
"indigestibilidad"	-1
"indigestible"	-1
"indigestión"	-1
"indigesto"	-1
"indignación"	-1
"indignado"	-1
"indignante"	-1
"indignidad"	-1
"indigno"	-1
"indiscernible"	-1
"indisciplinado"	-1
"indiscreción"	-1
"indiscriminado"	-1
"indiscutible"	1
"indisimulado"	1
"indispuesto"	-1
"indistinguible"	-1
"indistinto"	-1
"individual"	1
"individualidad"	1
"individualista"	1
"individualizado"	1
"individualmente"	1
"indivisible"	1
"indiviso"	1
"indizar"	1
"indolente"	-1
"indomabilidad"	-1
"indomable"	-1
"indoméstico"	-1
"indómito"	-1
"inducido"	1
"indudable"	1
"indudables"	-1
"indulgencia"	-1
"indulgente"	-1
"indulto"	1
"indumento"	-1
"industrializado"	1
"industriar"	1
"industrioso"	1
"inédito"	-1
"ineducable"	1
"inefable"	1
"ineficacia"	-1
"ineficaz"	-1
"ineficiencia"	-1
"ineficiente"	-1
"inelasticidad"	-1
"inelegancia"	-1
"inelegantemente"	-1
"inelegibilidad"	-1
"inelegible"	-1
"ineligible"	-1
"ineludible"	1
"ineptitud"	-1
"inepto"	-1
"inequívocamente"	1
"inequívoco"	1
"inerme"	-1
"inerte"	-1
"inescrupuloso"	-1
"inescrutable"	-1
"inesperadamente"	-1
"inesperado"	-1
"inestabilidad"	-1
"inestable"	-1
"inestimable"	1
"inevitable"	-1
"inexacto"	-1
"inexcusable"	-1
"inexcusablemente"	-1
"inexistente"	-1
"inexorable"	-1
"inexperiencia"	-1
"inexperto"	-1
"inexpiable"	-1
"inexplicable"	-1
"inexplicación"	-1
"inexplorado"	-1
"inexpresable"	-1
"inexpresivamente"	-1
"inexpresivo"	1
"inexpugnabilidad"	-1
"inexpugnable"	-1
"inextinguible"	-1
"inextirpable"	-1
"inextricable"	-1
"infalibilidad"	1
"infalible"	1
"infamador"	-1
"infame"	-1
"infamia"	-1
"infancia"	1
"infanticidio"	-1
"infantil"	1
"infarto"	-1
"infatigable"	1
"infatuación"	1
"infección"	-1
"infeccioso"	-1
"infectar"	-1
"infecto"	1
"infecundidad"	-1
"infelicidad"	-1
"infeliz"	-1
"inferible"	1
"inferior"	-1
"inferioridad"	-1
"infernal"	-1
"infertilidad"	-1
"infestación"	-1
"infidelidad"	-1
"infidencia"	-1
"infiel"	-1
"infierno"	-1
"infiltración"	-1
"infinitamente"	1
"infinitesimal"	1
"infinito"	1
"infinto"	1
"inflación"	-1
"inflacionista"	1
"inflado"	-1
"inflagaitas"	-1
"inflamable"	1
"inflamación"	-1
"inflamarse"	-1
"inflexibilidad"	-1
"inflexible"	-1
"infligir"	-1
"inflingir"	-1
"influencia"	-1
"influenciable"	1
"influenciado"	1
"influenciar"	1
"influir"	1
"influyente"	1
"información"	1
"informado"	1
"informal"	-1
"informalmente"	-1
"informar"	1
"informativo"	1
"informe"	-1
"infortunio"	-1
"infrabastecer"	1
"infracción"	-1
"inframaxilar"	-1
"infranqueable"	-1
"infrarrojo"	1
"infrasónico"	1
"infravivienda"	-1
"infringir"	-1
"infructuosidad"	1
"infructuoso"	-1
"infundado"	-1
"infundir"	1
"ingeniera"	1
"ingenio"	1
"ingenioso"	1
"ingenuo"	-1
"ingerir"	1
"ingratitud"	-1
"ingrato"	-1
"ingresos"	-1
"inhabilidad"	-1
"inhabilitado"	-1
"inhabilitar"	-1
"inharmónico"	-1
"inheredable"	-1
"inhibición"	-1
"inhibidor"	1
"inhibir"	-1
"inhibirse"	-1
"inhospitalario"	-1
"inhospitalidad"	-1
"inhóspito"	-1
"inhumación"	-1
"inhumanidad"	-1
"inhumano"	-1
"iniciado"	1
"iniciador"	1
"inicuo"	-1
"inidentificado"	-1
"inigual"	-1
"inigualable"	1
"inigualado"	1
"inimaginable"	1
"inimitable"	1
"ininteligente"	-1
"ininteligible"	-1
"iniquidad"	-1
"injurioso"	-1
"injustamente"	-1
"injusticia"	-1
"injustificable"	-1
"injustificadamente"	-1
"injustificado"	-1
"injusto"	-1
"inmaculado"	1
"inmadurez"	-1
"inmaduro"	-1
"inmanejable"	-1
"inmanente"	1
"inmarcesible"	-1
"inmaterial"	-1
"inmediación"	1
"inmediatamente"	-1
"inmemorable"	1
"inmencionable"	1
"inmenso"	1
"inmensurable"	1
"inmerecido"	-1
"inmigrado"	-1
"inmigrante"	-1
"inminencia"	-1
"inminente"	-1
"inmoderado"	-1
"inmodestia"	1
"inmolación"	-1
"inmolar"	-1
"inmoral"	-1
"inmoralidad"	-1
"inmortal"	1
"inmortalidad"	-1
"inmóvil"	-1
"inmovilista"	1
"inmudable"	-1
"inmundicia"	-1
"inmundo"	-1
"inmune"	1
"inmunitario"	-1
"inmunización"	1
"inmutabilidad"	-1
"inmutable"	-1
"innavegable"	-1
"innecesario"	-1
"innoble"	-1
"innombrable"	1
"innovación"	1
"innovador"	1
"innovar"	1
"innumerable"	1
"inobservancia"	-1
"inocencia"	1
"inocentada"	1
"inocente"	1
"inocentemente"	1
"inocentón"	-1
"inoculación"	-1
"inocuo"	1
"inodoro"	-1
"inoperable"	-1
"inoperante"	-1
"inoportuno"	-1
"inositol"	-1
"inoxidable"	1
"inpalpable"	-1
"inpenetrable"	-1
"inprocedencia"	-1
"inpronunciable"	1
"inquebrantable"	1
"inquietamente"	-1
"inquietante"	-1
"inquietar"	-1
"inquietarse"	-1
"inquieto"	-1
"inquietud"	-1
"inquilino"	1
"inquina"	-1
"inquiridor"	1
"inquisición"	-1
"inquisidor"	1
"inquisitivamente"	-1
"inquisitivo"	1
"inquisitorial"	1
"insalubre"	-1
"insalubridad"	-1
"insalvable"	-1
"insalvables"	-1
"insania"	-1
"insatisfacción"	-1
"insatisfacible"	-1
"insatisfactorio"	-1
"insatisfecho"	-1
"inscribirse"	1
"insecticida"	-1
"inseguridad"	-1
"inseguro"	-1
"insensatez"	-1
"insensato"	-1
"insensibilidad"	-1
"insensibilizado"	-1
"insensitividad"	-1
"inseparable"	1
"inservible"	-1
"insidia"	-1
"insidioso"	-1
"insignia"	1
"insignias"	-1
"insignificancia"	-1
"insignificante"	-1
"insincera"	-1
"insincero"	-1
"insinuación"	-1
"insipidez"	-1
"insípido"	-1
"insistir"	-1
"insociable"	-1
"insolencia"	-1
"insolente"	-1
"insólito"	-1
"insoluble"	-1
"insolvencia"	-1
"insolvente"	-1
"insomnio"	-1
"insonorizado"	-1
"insoportable"	-1
"insospechadamente"	-1
"insospechado"	-1
"insostenible"	-1
"inspector"	1
"inspiración"	1
"inspiracional"	1
"inspirado"	1
"inspirador"	1
"inspirar"	1
"instalar"	1
"instantáneamente"	-1
"instantaneidad"	1
"instigación"	-1
"instigador"	1
"instigar"	-1
"instintivo"	-1
"institucionalizado"	1
"instituto"	1
"institutriz"	1
"instrucción"	1
"instrucciones"	1
"instructivo"	1
"instructor"	1
"instruido"	1
"instruir"	1
"instrumental"	1
"instrumentalismo"	1
"insubmergible"	-1
"insubordinado"	-1
"insubstancialidad"	-1
"insuficiencia"	-1
"insuficiente"	-1
"insuficientemente"	-1
"insular"	-1
"insulsez"	-1
"insulso"	-1
"insultante"	-1
"insulto"	-1
"insuperable"	-1
"insuperado"	-1
"insurgencia"	-1
"insurgente"	-1
"insurrección"	-1
"insurrecto"	1
"insustancial"	-1
"insustancialidad"	-1
"intachable"	1
"intacto"	1
"integrador"	-1
"integral"	1
"integrante"	1
"integridad"	1
"intelecto"	1
"intelectual"	1
"inteligencia"	-1
"inteligente"	1
"inteligibilidad"	1
"inteligible"	1
"intemperadamente"	1
"intencionadamente"	-1
"intencionado"	1
"intencional"	1
"intencionalidad"	1
"intensamente"	-1
"intensional"	1
"intenso"	1
"intentar"	1
"intento"	1
"interactivo"	1
"interactuación"	1
"intercalar"	1
"intercambiabilidad"	1
"intercambiable"	1
"intercambio"	1
"interceder"	-1
"intercesión"	1
"interconfesional"	1
"interdependiente"	1
"interdicción"	-1
"interdicto"	-1
"interdisciplinario"	1
"interés"	1
"interesado"	-1
"interesante"	1
"interesar"	1
"interesarse"	1
"interferencia"	-1
"interinidad"	-1
"interino"	-1
"interior"	-1
"interlocutorio"	1
"interludio"	1
"interminable"	-1
"intermitente"	-1
"intermolecular"	1
"internarse"	1
"interno"	1
"interpersonal"	1
"interpretable"	1
"interpretación"	-1
"interpretativo"	1
"interrelacionarse"	1
"interrogar"	-1
"interrogatorio"	-1
"interrumpido"	-1
"interrumpir"	-1
"interrupción"	-1
"intersecarse"	1
"intersectar"	1
"intersexual"	1
"interuniversitario"	-1
"intervención"	-1
"intestado"	-1
"intestinal"	-1
"intestinos"	-1
"íntimamente"	-1
"intimidación"	-1
"intimidad"	1
"intimidado"	-1
"intimidante"	-1
"intimidar"	-1
"íntimo"	1
"intolerable"	-1
"intolerancia"	-1
"intolerante"	-1
"intoxicación"	-1
"intraducible"	-1
"intranquilizador"	-1
"intranquilizar"	-1
"intransigencia"	-1
"intransigente"	-1
"intransitable"	-1
"intransitivo"	-1
"intratable"	-1
"intrépido"	1
"intriga"	1
"intrigante"	1
"intrincado"	1
"intrínseco"	1
"introductorio"	1
"introvertido"	1
"intrusión"	-1
"intruso"	-1
"intuición"	1
"intuicionismo"	1
"intuitivamente"	1
"intuitivo"	1
"inundación"	-1
"inundado"	-1
"inundarse"	1
"inútil"	-1
"inutilidad"	-1
"inutilizable"	-1
"invadir"	-1
"invalidación"	-1
"invalidar"	-1
"invalidez"	-1
"inválido"	-1
"invalorable"	1
"invariablemente"	1
"invasión"	-1
"invasor"	-1
"invectiva"	-1
"invencibilidad"	-1
"invencible"	1
"inventivo"	1
"inventor"	1
"inversión"	1
"investigación"	1
"investigador"	-1
"investigar"	1
"inviabilidad"	-1
"inviable"	-1
"invicto"	1
"invidencia"	-1
"invidente"	-1
"inviolable"	-1
"invisibilidad"	-1
"invitación"	1
"invitador"	1
"invitar"	1
"invocación"	1
"invocar"	1
"involución"	-1
"involucrado"	1
"involuntariamente"	1
"involuntario"	1
"invulnerabilidad"	-1
"inyección"	-1
"inyectable"	1
"ionosfera"	1
"ipomoea"	1
"ira"	-1
"iracundia"	-1
"iracundo"	-1
"irascibilidad"	-1
"irascible"	-1
"iris"	-1
"ironía"	-1
"irónico"	-1
"irracional"	-1
"irracionalidad"	-1
"irradiar"	1
"irreal"	-1
"irrealizable"	-1
"irreconciliable"	-1
"irreconocible"	-1
"irrecuperable"	-1
"irredimible"	-1
"irreducible"	-1
"irreflexivo"	-1
"irrefutable"	1
"irregular"	-1
"irregularidad"	-1
"irrelevante"	-1
"irreligioso"	-1
"irremediable"	1
"irreparable"	-1
"irrepresentable"	-1
"irreprimibilidad"	1
"irreprimible"	-1
"irreprimido"	-1
"irresistible"	1
"irresoluble"	-1
"irresoluto"	-1
"irrespetuoso"	-1
"irresponsable"	-1
"irrestricto"	-1
"irreverencia"	-1
"irreverente"	-1
"irreverentemente"	-1
"irreversibilidad"	-1
"irreversible"	-1
"irrevocable"	-1
"irrisión"	-1
"irritabilidad"	-1
"irritable"	-1
"irritación"	-1
"irritado"	-1
"irritante"	-1
"irritar"	-1
"irrompible"	1
"irvingia"	-1
"isocíclico"	1
"isoniacida"	1
"isósceles"	1
"isótropo"	1
"italohablante"	1
"iterativo"	1
"itraconazol"	-1
"ixódidos"	-1
"izado"	1
"izquierdas"	1
"izquierdo"	1
"jacaranda"	-1
"jacarandá"	-1
"jacobeo"	1
"jactancia"	-1
"jactarse"	-1
"jadeando"	-1
"jadear"	-1
"jamelgo"	-1
"jaqueca"	-1
"jardín"	1
"jarra"	-1
"jarrete"	-1
"jaspeación"	1
"jaspeado"	1
"jaula"	-1
"jeans"	-1
"jeremiada"	-1
"jerga"	-1
"jeringuilla"	-1
"jesuita"	1
"jesuítico"	1
"jihadi"	-1
"jinete"	1
"jingoísta"	1
"jitter"	-1
"jocosamente"	1
"jocosidad"	1
"jocoso"	1
"jocundidad"	1
"jodido"	1
"jonrón"	1
"jorge"	1
"jorguinería"	-1
"jornada"	-1
"jornadas"	1
"jorobado"	-1
"jorobar"	-1
"joven"	1
"jovial"	1
"jovialidad"	1
"joya"	1
"jubilación"	-1
"jubileo"	1
"júbilo"	1
"jubiloso"	1
"jubón"	-1
"judicatura"	1
"judicial"	-1
"judío"	1
"juego"	1
"juerga"	-1
"jugador"	-1
"jugar"	1
"juguetón"	1
"juicio"	1
"juicioso"	1
"jumento"	-1
"jumentoso"	-1
"juncoso"	-1
"jungla"	-1
"junta"	-1
"juntado"	1
"juntamente"	-1
"juntarse"	1
"junto"	1
"jurado"	1
"juramento"	1
"jurar"	-1
"jurisdicción"	-1
"jurisprudencia"	-1
"jurista"	1
"justicia"	1
"justiciable"	1
"justiciero"	-1
"justificable"	1
"justificación"	1
"justificadamente"	1
"justificador"	1
"justificante"	1
"justificar"	1
"justificarse"	-1
"justillo"	-1
"justo"	1
"juvenil"	-1
"juventud"	1
"juzgar"	-1
"laberíntico"	-1
"laberinto"	-1
"lábil"	1
"laboral"	1
"laborioso"	-1
"labrantío"	1
"laceración"	-1
"lacónico"	1
"lacrar"	1
"lactante"	-1
"lactar"	1
"lactoflavina"	-1
"ladino"	1
"ladrido"	-1
"ladrón"	-1
"lagrimar"	-1
"laicado"	1
"laicismo"	1
"lambdacismo"	-1
"lamentable"	-1
"lamentablemente"	-1
"lamentación"	-1
"lamentado"	-1
"lamentando"	-1
"lamentar"	-1
"lamentarse"	-1
"lamento"	-1
"lamer"	-1
"lampyridae"	1
"lanar"	1
"lanceolado"	1
"langosta"	-1
"languidecer"	-1
"languideciendo"	-1
"lánguido"	-1
"lanuginoso"	1
"lanza"	-1
"lanzamiento"	-1
"lapidación"	-1
"lapidar"	-1
"lapso"	-1
"largeza"	1
"largo"	-1
"larguirucho"	-1
"laringofaringe"	-1
"larvado"	1
"larvicida"	-1
"lascivo"	-1
"láser"	1
"lasitud"	-1
"lástima"	-1
"lastimando"	-1
"lastimar"	-1
"lastimero"	-1
"latente"	1
"laterita"	-1
"latido"	-1
"latigazo"	-1
"látigo"	-1
"latitud"	-1
"latrodectus"	-1
"laudable"	1
"laudatorio"	1
"laureado"	1
"laurear"	1
"laurel"	1
"laureles"	1
"lauréola"	-1
"lava"	-1
"lavable"	1
"lavabo"	-1
"lavorable"	1
"laxante"	-1
"laxar"	1
"laxo"	-1
"laya"	1
"lazo"	-1
"leal"	1
"lealtad"	1
"lección"	1
"lechero"	1
"lechuzo"	-1
"lector"	1
"lectura"	1
"lederhosen"	-1
"legado"	1
"legal"	1
"legalidad"	1
"legalización"	1
"legalizado"	-1
"legalizar"	1
"legalmente"	1
"legato"	1
"legendario"	1
"legibilidad"	1
"legible"	1
"legionella"	-1
"legislador"	1
"legislatura"	1
"legitimar"	1
"legitimidad"	1
"legítimo"	1
"leíble"	1
"leído"	1
"lejano"	1
"lemma"	1
"lengüeta"	-1
"lenitivo"	-1
"lentamente"	-1
"lentes"	-1
"lentitud"	-1
"lento"	-1
"león"	-1
"leonado"	-1
"leontina"	-1
"lepra"	-1
"leptospira"	-1
"lerdo"	-1
"lesbiana"	-1
"lésbico"	1
"lesión"	-1
"lesionado"	-1
