"palabra"	"valor"
"elocuencia"	0.5
"elocuente"	0.5
"elocuentemente"	0.8
"elogiado"	1
"elogiar"	0.75
"elogiosamente"	0.8
"emancipación"	0.4
"emasculación"	-0.25
"embadurnar"	-0.5
"embarazar"	-0.5
"embarazoso"	-0.75
"embargar"	-0.6
"embargo"	-0.8
"embate"	-1
"embaucador"	-0.25
"embaucar"	-0.25
"embellecer"	0.75
"embellecimiento"	0.8
"emblema"	0.4
"emborrachar"	-0.5
"emboscada"	-0.5
"emboscar"	-0.5
"embotar"	-0.5
"embriagar"	-0.4
"embriaguez"	-0.6
"embrollado"	-0.5
"embrollar"	-0.75
"embrollo"	-0.8
"embrutecedor"	-1
"embrutecer"	-1
"emergencia"	-0.75
"emergente"	0.25
"emerger"	-0.25
"emérito"	0.6
"emigrante"	-0.4
"emigrar"	-0.4
"eminencia"	0.5
"eminente"	0.5
"eminentemente"	0.4
"emoción"	1
"emocionado"	0.25
"emocionante"	0.75
"emocionantemente"	1
"empachar"	-0.8
"empacho"	-0.8
"empalagar"	-1
"empalagoso"	-1
"empantanar"	-0.4
"empañado"	-0.6
"empañar"	-1
"empapar"	-0.25
"empatía"	0.5
"empático"	0.6
"empatizar"	0.6
"empatizarse"	0.6
"empellón"	-0.6
"empeñar"	-0.4
"empeño"	-0.1
"empeoramiento"	-1
"empeorar"	-0.5
"empequeñecer"	-0.75
"empequeñecido"	-0.4
"empobrecer"	-1
"empobrecido"	-1
"empoderamiento"	1
"empollón"	-0.8
"emprendedor"	0.75
"empujar"	-0.8
"empuje"	-0.4
"empujón"	-0.5
"emular"	0.4
"enajenar"	-0.5
"enano"	-0.25
"encadenar"	-0.6
"encallar"	-0.5
"encantado"	0.5
"encantador"	1
"encantadoramente"	1
"encantar"	0.5
"encanto"	0.75
"encarcelamiento"	-1
"encarcelar"	-1
"encenagar"	-0.6
"encendedor"	0.4
"enclenque"	-1
"encoger"	-0.5
"encogerse"	-0.75
"encogido"	-1
"encomiable"	1
"encomiar"	1
"enconar"	-1
"encontrar"	0.6
"encorvar"	-0.25
"encubrir"	-0.6
"encuentro"	-0.25
"endeble"	-1
"endémico"	-0.4
"enderezar"	0.6
"endeudamiento"	-0.6
"endeudar"	-0.6
"endosado"	0.5
"endosar"	0.5
"endulzar"	0.6
"endurecer"	-0.25
"enemigo"	-1
"enemistad"	-0.5
"enemistar"	-0.5
"enemistarse"	-0.5
"energético"	0.75
"enérgico"	0.5
"energizar"	1
"enervador"	-1
"enervante"	-1
"enervar"	-0.4
"enfadar"	-0.75
"enfado"	-0.75
"enfangar"	-0.4
"enfáticamente"	-0.25
"enfático"	-0.25
"enfatizar"	-0.25
"enfermado"	-0.8
"enfermar"	-0.8
"enfermedad"	-1
"enfermera"	-0.25
"enfermizo"	-0.5
"enfermo"	-1
"enfocar"	0.6
"enfrentamiento"	-0.8
"enfundar"	-0.4
"enfurecedor"	-0.5
"enfurecer"	-0.75
"enfurecido"	-0.75
"enganchar"	-0.5
"engancharse"	-0.5
"enganche"	-0.25
"engaña"	-1
"engañado"	-0.75
"engañador"	-1
"engañar"	-0.75
"engaño"	-1
"engañosamente"	-1
"engañoso"	-1
"engatusar"	-0.25
"engolosinar"	-0.25
"engomado"	-0.25
"engordar"	-0.4
"engreído"	-0.75
"engrosado"	-0.5
"engullir"	-0.25
"enhorabuena"	0.5
"enjaular"	-0.8
"enjuagar"	-0.4
"enjuiciamiento"	-0.5
"enjuiciar"	-0.75
"enlentecer"	-0.25
"enloquecedor"	-0.5
"enloquecer"	-1
"enloquecido"	-0.5
"enmarañado"	-0.4
"enmendar"	0.8
"enmohecer"	-0.25
"enmohecerse"	-0.25
"ennegrer"	-0.6
"ennoblecer"	1
"enojado"	-0.75
"enojar"	-0.75
"enorme"	-0.5
"enrarecer"	-0.25
"enredar"	-0.6
"enredo"	-0.5
"enriquecer"	0.5
"enriquecimiento"	1
"enrojecer"	-0.25
"enrojecimiento"	-0.4
"ensalzar"	0.4
"ensamblada"	0.25
"enseñar"	0.4
"ensombrecer"	-0.25
"ensoñación"	0.8
"ensordecedor"	-1
"ensuciar"	-0.8
"ensueño"	0.8
"enterrar"	-0.6
"entidad"	0.4
"entierro"	-0.5
"entonación"	-0.25
"entrampar"	-1
"entraña"	-0.4
"entrañable"	1
"entrega"	0.6
"entretener"	0.75
"entretenido"	0.5
"entretenimiento"	0.8
"entrevista"	-0.25
"entrevistar"	-0.25
"entristecer"	-0.5
"entrometer"	-1
"entrometerse"	-0.8
"entrometido"	-1
"entumecer"	-0.75
"entumecidamente"	-0.25
"entumecido"	-0.75
"entumecimiento"	-0.6
"entusiasmar"	1
"entusiasmo"	1
"entusiasta"	0.5
"envalentonar"	0.8
"envenenamiento"	-0.5
"envenenar"	-1
"envidia"	-0.8
"envidiosamente"	-0.8
"envidioso"	-0.5
"enviudar"	-1
"envolvente"	-0.25
"envuelto"	-0.25
"épico"	0.8
"epidemia"	-0.75
"epilepsia"	-0.8
"epítome"	-0.25
"equidad"	1
"equilibrado"	0.5
"equilibrar"	0.6
"equilibrio"	0.4
"equipado"	0.4
"equipar"	0.4
"equitativo"	0.8
"equivocación"	-0.75
"equivocado"	-0.75
"equivocar"	-0.75
"equívoco"	-0.25
"ergonómico"	0.25
"erosión"	-0.75
"erosionar"	-0.6
"erradicación"	-0.6
"erradicar"	-0.6
"errar"	-0.5
"errático"	-0.75
"erróneamente"	-0.8
"erróneo"	-0.75
"error"	-1
"erudito"	0.5
"erupción"	-0.5
"esbeltez"	0.6
"esbelto"	0.6
"escabullir"	-0.6
"escabullirse"	-0.4
"escalar"	-0.4
"escaldar"	-1
"escalo"	-1
"escalofriante"	-0.5
"escalofrío"	-0.6
"escamar"	-0.5
"escamoso"	-0.5
"escandalizar"	-1
"escándalo"	-1
"escandalosamente"	-1
"escandaloso"	-0.75
"escapar"	-0.25
"escapatoria"	-0.25
"escape"	-0.25
"escaramuza"	-0.8
"escarcha"	-0.25
"escarchar"	-0.25
"escarpado"	-0.25
"escasez"	-0.5
"escaso"	-0.25
"escénico"	0.8
"escepticismo"	-0.25
"escéptico"	-0.5
"esclarecedor"	1
"esclavitud"	-1
"esclavizar"	-0.75
"esclavo"	-0.75
"escombro"	-0.5
"esconder"	-0.8
"esconderse"	-1
"escondite"	-0.4
"escopeta"	-0.4
"escoria"	-1
"escorpión"	-0.25
"escozor"	-0.5
"escritura"	0.4
"escrúpulo"	-1
"escrupuloso"	-0.75
"escrutinio"	-0.6
"escuchimizado"	-0.6
"escudriñar"	-0.6
"esculpir"	0.4
"escultura"	0.4
"escupir"	-0.5
"escupitajo"	-0.5
"escurrido"	-0.25
"esencial"	0.6
"esforzar"	1
"esforzarse"	1
"esfuerzo"	0.25
"esguince"	-0.8
"esmeradamente"	0.5
"espacioso"	0.8
"espada"	-0.25
"espaldarazo"	0.5
"espantar"	-1
"espanto"	-1
"espantosamente"	-1
"espantoso"	-0.5
"esparcir"	-0.4
"espasmo"	-1
"espasmódico"	-0.5
"especial"	0.8
"especialización"	0.6
"especializar"	0.25
"especializarse"	0.25
"especificar"	0.25
"espectacular"	0.8
"espectacularmente"	1
"espectáculo"	0.4
"espectro"	-0.5
"especulación"	-0.25
"especular"	-0.25
"espejismo"	-0.25
"espeluznante"	-0.75
"espera"	-0.25
"esperanza"	0.5
"esperanzado"	0.75
"espina"	-0.25
"espinilla"	-0.25
"espinoso"	-0.5
"espionaje"	-0.6
"espíritu"	0.8
"espiritual"	0.1
"espléndidamente"	0.8
"esplendidez"	0.8
"espléndido"	1
"esplendor"	0.5
"esponjoso"	-0.25
"espontáneo"	0.5
"espora"	-0.25
"esporádico"	-0.5
"esposa"	0.6
"esposado"	-0.4
"esposar"	-0.6
"espumoso"	0.5
"espurio"	-0.5
"esqueleto"	-0.1
"esquema"	-0.1
"esquizofrenia"	-0.8
"estabilidad"	0.5
"estabilizar"	0.8
"estable"	1
"establecido"	0.4
"establecimiento"	0.4
"establo"	-0.4
"estacada"	-0.5
"estacional"	0.4
"estafa"	-0.5
"estafador"	-0.5
"estafar"	-0.25
"estallar"	-0.4
"estampida"	-0.75
"estancamiento"	-0.8
"estancar"	-0.5
"estancarse"	-0.8
"estanqueidad"	-0.25
"estático"	-0.25
"estelar"	0.5
"estereotipo"	-0.75
"estéril"	-0.5
"esterilidad"	-0.8
"esteriotipado"	-0.5
"estética"	0.25
"estetoscopio"	-0.25
"estiércol"	-0.6
"estigma"	-0.5
"estigmatizar"	-1
"estilizado"	0.5
"estima"	0.6
"estimulante"	0.5
"estimular"	0.5
"estímulo"	0.5
"estorbador"	-0.8
"estorbar"	-0.8
"estorbo"	-0.8
"estrabismo"	-0.4
"estrago"	-1
"estrangulador"	-1
"estrangulamiento"	-1
"estrangular"	-0.5
"estraperlista"	-0.5
"estraperlo"	-0.5
"estratega"	0.4
"estratégico"	0.6
"estrecho"	-0.5
"estrella"	0.6
"estrellado"	-0.6
"estrellar"	-0.5
"estrellarse"	-1
"estremecer"	-0.5
"estremecimiento"	-0.5
"estrenar"	0.6
"estreno"	0.6
"estreñimiento"	-1
"estrés"	-0.75
"estribillo"	-0.25
"estrictamente"	-0.6
"estricto"	-0.4
"estridente"	-0.8
"estridentemente"	-0.25
"estriptís"	0.25
"estropear"	-0.8
"estropicio"	-0.6
"estruendo"	-0.6
"estruendoso"	0.25
"estudiar"	0.25
"estudio"	0.25
"estupefacta"	-0.6
"estupefacto"	-0.6
"estupendamente"	0.6
"estupendo"	0.5
"estúpidamente"	-1
"estupidez"	-0.75
"estúpido"	-0.75
"estupor"	-0.75
"esvástica"	-1
"eternidad"	0.5
"eterno"	0.75
"ética"	0.4
"ético"	0.75
"euforia"	0.5
"eufóricamente"	0.8
"eufórico"	0.75
"eutanasia"	-0.4
"evacuación"	-0.5
"evacuar"	-0.25
"evadir"	-0.5
"evaluación"	0.25
"evangelio"	0.1
"evaporado"	-0.25
"evaporando"	-0.25
"evaporar"	-0.25
"evasión"	-0.5
"evasivo"	-0.6
"evidente"	0.5
"evitable"	-0.5
"evitación"	-0.8
"evitado"	-0.5
"evitar"	-0.5
"evocación"	-0.4
"evocador"	-0.4
"evolución"	0.25
"exacción"	-0.25
"exacerbación"	-0.8
"exacerbar"	-1
"exageración"	-0.5
"exagerado"	-0.5
"exagerar"	-0.75
"exaltación"	0.1
"exaltadamente"	0.1
"exaltado"	-0.8
"exaltar"	0.25
"examen"	-0.25
"examinar"	-0.25
"exasperación"	-0.75
"exasperado"	-1
"exasperante"	-0.75
"exasperantemente"	-1
"exasperar"	-1
"excavación"	-0.25
"excavado"	0.25
"excavar"	0.25
"exceder"	0.5
"excedido"	0.4
"excelencia"	1
"excelente"	1
"excelentemente"	1
"excéntrica"	-0.25
"excentricidad"	0.4
"excéntrico"	0.4
"excepcional"	0.5
"excepcionalmente"	1
"excesivamente"	-0.8
"excesivo"	-0.8
"exceso"	-0.25
"excitable"	0.6
"excitación"	0.6
"excitante"	0.8
"excitar"	0.75
"excluir"	-0.8
"exclusión"	-0.75
"excoriación"	-1
"excoriar"	-0.8
"excremento"	-0.8
"excursión"	0.4
"excusa"	-0.75
"excusado"	-0.5
"execrar"	-0.8
"exención"	-0.25
"exhalar"	-0.4
"exhaustivo"	0.75
"exhortación"	0.8
"exhortar"	-0.1
"exhumación"	-0.6
"exhumar"	-0.6
"exigente"	-0.5
"exigido"	-0.4
"exigir"	-0.25
"exilar"	-0.5
"exiliado"	-0.5
"exilio"	-0.5
"eximir"	-0.25
"éxito"	0.6
"exitosamente"	1
"exitoso"	0.75
"exonerado"	0.8
"exonerar"	0.25
"exorbitante"	-0.6
"exorbitantemente"	-0.25
"exorcismo"	-0.6
"exótico"	0.6
"expandir"	0.1
"expansivo"	0.4
"expatriado"	-0.4
"expatriar"	-0.4
"expectante"	0.4
"expectativa"	0.25
"expedición"	0.6
"expedita"	0.6
"experimentado"	0.6
"experto"	0.6
"expiación"	-0.25
"expiar"	-0.25
"expirar"	-0.5
"expletivo"	-0.4
"explicable"	0.8
"explícito"	-0.25
"exploración"	0.5
"explorador"	0.6
"explorar"	0.6
"explosión"	-0.6
"explosivo"	-0.5
"explotación"	-1
"explotar"	-0.5
"exponer"	-0.4
"exposición"	-0.4
"expósito"	-1
"expropiación"	-0.5
"expropiar"	-0.6
"expulsado"	-0.6
"expulsar"	-0.8
"expulsión"	-0.6
"expurgar"	-0.6
"expurgo"	-0.6
"exquisitamente"	0.75
"exquisito"	0.5
"extasiar"	0.5
"éxtasis"	0.8
"extático"	0.75
"extender"	0.4
"extenderse"	0.4
"extendido"	-0.25
"extensión"	0.4
"extenso"	0.5
"exterior"	-0.25
"exterminar"	-0.5
"exterminio"	-0.5
"extinguir"	-0.75
"extinto"	-0.5
"extorsión"	-1
"extorsionar"	-1
"extra"	0.4
"extralimitarse"	-0.25
"extranjero"	-0.25
"extrañamente"	-0.8
"extrañeza"	-0.25
"extraño"	-0.5
"extraordinariamente"	0.8
"extraordinario"	0.75
"extraterrestre"	-0.6
"extravagancia"	0.4
"extravagante"	-0.5
"extravagantemente"	0.4
"extraviado"	-0.8
"extraviar"	-0.8
"extravío"	-0.6
"extremadamente"	0.6
"extremidad"	-0.25
"extremismo"	-0.4
"extremista"	-0.6
"extremo"	-0.25
"exuberancia"	0.5
"exuberante"	0.5
"exuberantemente"	0.8
"exuberencia"	1
"exultación"	0.4
"exultante"	0.4
"exultar"	0.4
"eyaculación"	-0.25
"eyacular"	-0.25
"eyectado"	-0.1
"eyectar"	-0.1
"fabricante"	-0.25
"fabricar"	-0.5
"fabulosamente"	1
"fabuloso"	0.5
"fácil"	0.8
"facilidad"	0.8
"facilita"	0.6
"facilitar"	0.75
"fácilmente"	0.5
"factible"	0.4
"factiblemente"	0.4
"faena"	-0.5
"falacia"	-1
"falazmente"	-1
"falible"	-0.8
"falla"	-0.5
"fallar"	-0.75
"fallecer"	-1
"fallecido"	-1
"fallecimiento"	-0.5
"fallido"	-1
"fallo"	-0.5
"falsamente"	-0.5
"falsedad"	-0.5
"falsedad"	-0.8
"falsificación"	-1
"falsificado"	-1
"falsificar"	-0.75
"falso"	-0.75
"falta"	-0.75
"faltar"	-0.5
"faltón"	-0.75
"fama"	0.75
"famélico"	-0.5
"familiar"	0.8
"familiaridad"	0.8
"famosamente"	0.5
"famoso"	0.8
"fanáticamente"	-0.4
"fanático"	-0.5
"fanatismo"	-1
"fanfarria"	0.5
"fanfarrón"	-0.8
"fanfarronear"	-0.25
"fango"	-0.4
"fangoso"	-0.25
"fantaseado"	0.6
"fantasía"	0.5
"fantasma"	-0.6
"fantasmagórico"	-0.8
"fantasmal"	-0.5
"fantásticamente"	0.6
"fantástico"	0.75
"farfullar"	-0.5
"farmacéutico"	-0.4
"fármaco"	-0.1
"faro"	0.6
"farsa"	-0.25
"farsa"	-1
"farsante"	-0.25
"fascinación"	0.6
"fascinante"	0.5
"fascinantemente"	0.6
"fascinar"	0.5
"fascismo"	-1
"fascista"	-1
"fastidiar"	-1
"fastidio"	-1
"fastidiosamente"	-0.4
"fatal"	-0.5
"fatalidad"	-0.5
"fatalista"	-0.8
"fatalistamente"	-0.8
"fatalmente"	-1
"fatiga"	-1
"fatigado"	-0.75
"fatigar"	-0.75
"fatigoso"	-1
"fatuamente"	-0.6
"fatuidad"	-0.25
"fatuo"	-0.6
"fauces"	-0.6
"favor"	0.6
"favorable"	0.5
"favorablemente"	0.8
"favorecer"	0.6
"favorecido"	0.5
"favoreciendo"	0.8
"favoritismo"	-0.4
"favorito"	0.75
"favoritos"	0.8
"fealdad"	-1
"fealdad"	-0.5
"feamente"	-1
"febril"	-0.8
"fecal"	-0.8
"felicidad"	0.75
"felicitación"	0.25
"felicitar"	1
"felino"	0.25
"feliz"	0.75
"felizmente"	1
"felón"	-0.5
"felpa"	0.5
"femenino"	-0.25
"fenomenal"	1
"fenomenalmente"	1
"feo"	-1
"féretro"	-0.6
"ferocidad"	-0.5
"feroz"	-0.8
"ferozmente"	-0.25
"fértil"	0.75
"ferviente"	0.5
"fervor"	0.5
"fervorosamente"	0.25
"fervoroso"	0.5
"festival"	0.5
"festivo"	1
"fétido"	-1
"feto"	-0.25
"feudal"	-0.25
"feudalismo"	-0.25
"fiable"	1
"fiasco"	-0.75
"ficción"	-0.25
"ficticio"	-0.25
"fidelidad"	1
"fiebre"	-0.8
"fiel"	0.75
"fielmente"	0.5
"fiesta"	0.4
"filantropía"	1
"filántropo"	1
"filibustero"	-0.25
"filosofía"	0.4
"filósofo"	0.4
"filtración"	-0.8
"filtrar"	-0.5
"finalmente"	0.4
"finamente"	0.8
"fingido"	-0.6
"fingir"	-0.6
"finta"	-0.6
"finura"	0.5
"firme"	0.5
"firmemente"	0.8
"firmeza"	0.1
"fiscal"	-0.6
"físico"	0.4
"fisuras"	-0.6
"flaccidez"	-0.5
"flaccido"	-0.5
"flácido"	-0.8
"flagrante"	-0.5
"flameante"	-0.25
"flatulencia"	-0.6
"flema"	-0.8
"flexibilidad"	0.5
"flexible"	0.6
"flirteo"	-0.4
"flor"	0.5
"floral"	0.6
"florecer"	0.8
"florecido"	0.8
"floreciente"	0.5
"florido"	0.6
"flota"	-0.25
"fluctuación"	-0.25
"fluido"	0.5
"fobia"	-0.5
"fóbico"	-0.5
"focal"	0.4
"follar"	-0.6
"forastero"	-0.6
"forcejear"	-0.5
"forcejeo"	-0.5
"forense"	-0.8
"forjado"	0.5
"forjar"	0.5
"formalmente"	0.5
"formidable"	-0.6
"fórmula"	0.4
"fornicación"	-0.4
"fornicar"	-0.4
"forraje"	-0.25
"fortalecer"	0.6
"fortalecimiento"	0.5
"fortaleza"	-0.1
"fortificado"	-0.1
"fortuitamente"	1
"fortuito"	1
"fortuna"	0.5
"forzado"	-0.5
"forzar"	-0.8
"fracasar"	-0.75
"fracaso"	-0.75
"fractura"	-0.5
"fragante"	0.5
"frágil"	-0.6
"fragilidad"	-0.8
"fragmentado"	-0.6
"fragmentar"	-0.25
"fragmento"	-0.25
"franqueza"	0.5
"fraternal"	0.5
"fraternidad"	1
"fraude"	-0.75
"fraudulento"	-0.75
"fregadero"	-0.25
"frenesí"	-0.75
"frenéticamente"	-0.8
"frenético"	-0.5
"fresco"	0.5
"frescura"	0.6
"freza"	-0.5
"frialdad"	-0.5
"fríamente"	-0.75
"fricción"	-0.25
"frígido"	-0.75
"frío"	-0.5
"frívolo"	-0.5
"frotar"	0.25
"fructífero"	0.5
"frugal"	0.25
"fruición"	0.25
"frustración"	-1
"frustrado"	-0.6
"frustrado"	-0.75
"frustrante"	-0.5
"frustrar"	-1
"fruta"	0.6
"fuego"	-0.25
"fuerte"	-0.25
"fuertemente"	0.6
"fuerza"	-0.1
"fuga"	-0.75
"fugar"	-1
"fugarse"	-1
"fugaz"	-0.4
"fugitivo"	-0.5
"fulminar"	-0.25
"fumador"	-0.25
"fumar"	-0.25
"fundación"	0.4
"fundador"	0.4
"fundamental"	0.1
"fundamentalismo"	-0.25
"fundar"	0.4
"funeral"	-0.8
"funerario"	-0.6
"furia"	-0.5
"furiosamente"	-0.5
"furioso"	-1
"furor"	-0.5
"furtivamente"	-0.4
"furtiveo"	-1
"furtivo"	-1
"fusible"	-0.25
"fusil"	-0.4
"fusión"	-0.25
"fusionado"	-0.25
"fútil"	-1
"futilidad"	-0.5
"futurista"	0.25
"galante"	0.75
"galantería"	0.5
"galardonado"	0.5
"galas"	0.6
"gallardamente"	0.5
"gamberro"	-1
"ganable"	0.8
"ganado"	0.5
"ganador"	0.75
"ganancia"	1
"ganar"	0.5
"gángster"	-1
"ganguear"	-0.25
"gañido"	-0.8
"gañir"	-0.8
"garantía"	0.5
"garantizar"	0.5
"garfio"	-0.25
"garganta"	-0.25
"garra"	-0.6
"gasa"	-0.25
"gastar"	-0.25
"gasto"	-0.25
"gato"	0.1
"gavela"	-0.25
"gema"	0.6
"gemelo"	0.25
"gemido"	-0.8
"gemir"	-0.25
"generación"	0.4
"general"	0.4
"generosamente"	1
"generosidad"	0.5
"generoso"	0.75
"genial"	0.75
"genialidad"	1
"genio"	0.5
"genocidio"	-1
"gentil"	0.6
"geriátrica"	-0.25
"gesticulación"	0.25
"gesticular"	0.25
"gestionar"	0.4
"gigante"	-0.6
"gigantesco"	0.25
"gilipollas"	-0.6
"gilipuertas"	-0.6
"gimir"	-1
"gimnasta"	0.25
"gimotear"	-0.25
"gimoteo"	-0.25
"gitano"	-0.25
"glacial"	-0.4
"glamur"	0.8
"glamuroso"	0.8
"global"	0.4
"gloria"	0.75
"glorificación"	1
"glorificar"	0.5
"gloriosamente"	0.5
"glorioso"	0.5
"glotonería"	-1
"gobernador"	-0.25
"gobernar"	0.4
"gobierno"	-0.5
"goleada"	-0.25
"golear"	-0.25
"golosina"	-0.25
"golpe"	-0.6
"golpear"	-0.6
"golpeteo"	-0.4
"gorila"	-0.25
"gorrón"	-0.5
"gota"	-0.25
"gotear"	-0.4
"goteo"	-0.4
"gozosamente"	1
"gozoso"	0.75
"gracia"	1
"gracias"	0.5
"graciosamente"	0.75
"gracioso"	0.8
"graduación"	0.5
"granada"	-0.6
"grande"	0.25
"grandeza"	0.75
"grandioso"	0.8
"granizada"	-0.5
"granizado"	0.5
"granizar"	-0.5
"granizo"	-0.5
"granoso"	-0.25
"granulación"	-0.6
"granunjiento"	-0.25
"grasa"	-0.5
"grasiento"	-0.5
"graso"	-0.5
"gratifica"	1
"gratificación"	0.5
"gratificado"	1
"gratificante"	1
"gratificantemente"	1
"gratificar"	0.75
"gratis"	0.5
"gratitud"	0.75
"gravamen"	-1
"grave"	-0.5
"gravedad"	-0.25
"gravemente"	-1
"gravoso"	-0.5
"gregario"	0.25
"grieta"	-0.5
"grillete"	-0.6
"grima"	-0.8
"gripe"	-0.75
"gritar"	-0.8
"grito"	-0.5
"groseramente"	-1
"grosería"	-1
"grosero"	-1
"grotescamente"	-1
"grotesco"	-0.75
"grueso"	-0.6
"gruñido"	-0.5
"gruñir"	-0.6
"gruñir"	-0.6
"gruñón"	-0.8
"gruñonamente"	-0.8
"grupo"	-0.25
"guantazo"	-0.5
"guarda"	-0.4
"guardaespaldas"	-0.25
"guardarropas"	0.4
"guardarropía"	0.4
"guardería"	0.6
"guardia"	-0.25
"guardián"	0.1
"guarida"	-0.75
"guarnición"	-0.4
"guarniciones"	0.4
"guarro"	-0.5
"guau"	0.5
"guay"	0.75
"gubia"	-0.8
"guerra"	-0.5
"guerrear"	-0.6
"guerrero"	-0.6
"guerrilla"	-0.25
"guerrillero"	-0.5
"gueto"	-0.5
"guía"	0.6
"guillotina"	-1
"guiñar"	0.6
"guiño"	0.6
"guisa"	-0.4
"gurú"	0.6
"gusano"	-0.25
"gustar"	0.5
"gusto"	0.5
"gustoso"	0.5
"hábil"	0.6
"habilidad"	0.8
"habilidad"	0.5
"habilitado"	0.6
"habilitador"	-0.4
"habilitar"	0.6
"hábilmente"	1
"habitat"	0.6
"habla"	0.25
"hablador"	-0.25
"hablar"	0.4
"habón"	-1
"hacer"	-0.25
"hacha"	-0.4
"hachís"	-0.25
"hacinamiento"	-0.6
"hacinar"	-0.6
"halagador"	0.5
"halagadoramente"	0.8
"halagar"	0.25
"halagüeño"	0.5
"hallar"	0.6
"hambre"	-0.6
"hambriento"	-0.25
"hambruna"	-0.5
"harapiento"	-1
"harapo"	-0.25
"hastiado"	-0.8
"hastiar"	-0.8
"hazaña"	0.5
"hazmerreír"	-0.8
"heces"	-0.8
"hechizar"	0.5
"hechizo"	0.5
"hecho"	0.4
"hechos"	0.4
"hedor"	-1
"hegemonía"	-0.25
"hematoma"	-1
"hematomas"	-1
"hembra"	0.4
"hemorragia"	-1
"hemorroides"	-1
"heraldo"	-0.25
"herbario"	0.6
"hereje"	-0.5
"herejía"	-0.5
"herencia"	0.6
"herético"	-0.8
"herida"	-1
"herir"	-0.75
"hermandad"	0.5
"hermano"	0.4
"hermosamente"	1
"hermoso"	0.75
"hermosura"	1
"héroe"	0.75
"heroicamente"	1
"heroicidad"	1
"heroico"	1
"heroína"	-0.5
"heroísmo"	1
"hervir"	-0.5
"heterodoxia"	-0.6
"heterodoxo"	-0.25
"híbrido"	0.25
"hidalgo"	1
"hiel"	-0.5
"hierba"	-0.25
"higiénico"	0.4
"hija"	0.6
"hilarante"	1
"hilaridad"	0.8
"himnos"	0.4
"hinchado"	-0.75
"hinchazón"	-0.75
"hipnóticamente"	0.1
"hipnotiza"	0.4
"hipnotizado"	0.25
"hipnotizar"	0.4
"hipocresía"	-1
"hipócrita"	-0.5
"hipócritamente"	-1
"hipoteca"	-0.4
"hipotecado"	-0.4
"hipotecar"	-0.4
"hiriente"	-0.5
"hirviente"	-0.6
"histeria"	-1
"histéricamente"	-0.8
"histérico"	-0.8
"histerismo"	-0.5
"histórico"	0.4
"hobby"	0.6
"hogar"	0.6
"holgazán"	-0.25
"holgazanear"	-0.6
"holgazanería"	-0.25
"hollín"	-0.1
"holocausto"	-1
"homenaje"	0.5
"homicida"	-1
"homicidio"	-0.5
"homicidio"	-1
"homosexual"	-0.25
"homosexualidad"	-0.25
"honestidad"	0.5
"honesto"	0.75
"hongo"	-0.6
"honor"	1
"honorable"	0.5
"honrado"	1
"horca"	-1
"horda"	-0.75
"horizonte"	0.25
"hormigueo"	0.6
"horrendamente"	-1
"horrendo"	-0.5
"horrible"	-0.75
"horrible"	-0.5
"horriblemente"	-1
"horripilante"	-1
"horror"	-1
"horrorizar"	-1
"horrorosamente"	-0.5
"horroroso"	-0.5
"hosco"	-1
"hospital"	-0.25
"hospitalario"	1
"hospitalidad"	1
"hostil"	-0.75
"hostilidad"	-0.75
"hostilmente"	-0.25
"hueco"	-0.5
"huelga"	-0.75
"huérfano"	-0.5
"huido"	-0.8
"huir"	-0.75
"humanidad"	0.4
"humanitario"	1
"humano"	0.5
"humedad"	-0.6
"húmedo"	-0.4
"humildad"	0.75
"humilde"	0.4
"humildemente"	0.6
"humillación"	-0.8
"humillante"	-0.5
"humillar"	-0.5
"humo"	-0.75
"humor"	0.5
"humorista"	0.6
"humorístico"	1
"hundimiento"	-0.5
"hundir"	-0.5
"huracán"	-0.8
"hurgar"	-1
"hurto"	-1
"husmeador"	-1
"husmear"	-1
"iconografía"	0.25
"iconografista"	0.25
"iconógrafo"	0.25
"ictericia"	-0.8
"ictérico"	-0.8
"ideal"	1
"ideales"	0.6
"idealismo"	0.6
"idealizar"	0.6
"idealmente"	0.6
"idear"	-0.4
"identificar"	0.25
"idílico"	1
"idiota"	-1
"idiotez"	-0.5
"idolatrado"	0.4
"idolatrar"	0.25
"idolatría"	-0.8
"ídolo"	0.25
"iglesia"	0.1
"ignominia"	-1
"ignominiosamente"	-1
"ignominioso"	-1
"ignorancia"	-1
"ignorante"	-1
"ignorar"	-0.75
"igualar"	0.6
"igualdad"	0.25
"igualmente"	0.4
"ilegal"	-1
"ilegalidad"	-1
"ilegalidad"	-1
"ilegalmente"	-0.5
"ilegible"	-1
"ilegítimo"	-0.5
"ileso"	0.4
"ilícito"	-0.5
"ilimitado"	0.5
"ilógicamente"	-1
"ilógico"	-0.5
"iluminación"	0.25
"iluminado"	1
"iluminar"	0.75
"ilusión"	0.25
"ilusiones"	-0.25
"iluso"	-1
"ilusorio"	-0.25
"ilustración"	0.75
"ilustrado"	0.5
"ilustrar"	0.4
"ilustre"	0.5
"imaginario"	-0.25
"imaginativo"	0.5
"imán"	0.4
"imbebible"	-0.8
"imbécil"	-0.75
"imbecilidad"	-0.75
"imitación"	-0.25
"imitador"	-0.8
"imitar"	-0.4
"impaciencia"	-0.5
"impaciente"	-1
"impacientemente"	-0.8
"impagable"	0.25
"impagado"	-0.8
"imparable"	-0.25
"imparcial"	0.5
"imparcialidad"	0.5
"imparcialmente"	0.4
"impasible"	-0.8
