Season,Episode,Character,Line
2,6,ALONSO,"Qué horror. Encadenado y en el agua."
2,6,AMELIA,"¿Qué más sabes de ese mago?"
2,6,PACINO,"Poco más. ¿Por qué te interesa tanto saber de él?"
2,6,AMELIA,"No… Por nada…"
2,6,ALONSO,"Nos llama Ernesto."
2,6,PADRE DE ARGAMASILLA,"Acérquense, por favor. Fíjense bien en esta caja. Me gustaría que comprobaran que se encuentra perfectamente cerrada. No hay forma humana de ver su interior, ni de leer la nota que contiene. Una nota que nuestro ilustre invitado Don Ramón María del Valle_Inclán ha tenido a bien escribir para la ocasión. ¿No es así, Don Ramón?"
2,6,VALLE-INCLÁN,"Doy fe. La he escrito en la habitación contigua en presencia del eminente Doctor Ramón y Cajal. Él mismo la ha introducido en la caja."
2,6,PADRE DE ARGAMASILLA,"¿Da su visto bueno, don Santiago?"
2,6,RAMÓN Y CAJAL,"Sí."
2,6,PADRE ARGAMASILLA,"Ha llegado el  momento de presentarles al increíble Hombre con Rayos X. Mi apreciado hijo: Joaquín María Argamasilla."
2,6,ARGAMASILLA,"Buenas noches a todos, damas y caballeros. Padre… Un honor contar esta noche con usted, doctor…"
2,6,RAMÓN Y CAJAL,"Espero que pueda usted seguir hablando de honor después de esta noche, señor Argamasilla."
2,6,VALLE-INCLÁN,"Le apuesto, don Santiago, que no saldrá decepcionado del espectáculo."
2,6,PADRE DE ARGAMASILLA,"Procedamos a cegarle… Si es tan amable de ayudarme, don Santiago. Ya que es usted el más escéptico, nadie mejor para vendar los ojos a mi hijo. Perfecto. Hijo, tienes la caja delante de ti."
2,6,ARGAMASILLA,"Max… Vuelve a leerme la carta del Buey Apis…"
2,6,VALLE-INCLÁN,"Increíble."
2,6,PADRE DE ARGAMASILLA,"¿Era eso lo que estaba escrito, don Ramón?"
2,6,VALLE-INCLÁN,"Así es. La primera frase de mi Luces de Bohemia. La ciencia no siempre posee todas las respuestas, don Santiago. Enhorabuena, es usted un prodigio. Y creo que hoy hemos sumado un nuevo converso."
2,6,RAMÓN Y CAJAL,"Le felicito."
2,6,SUSANA,"Pare un momento, por favor… Me sorprende saber que personajes como Valle Inclán y Ramón y Cajal asisten a eventos como éste… Pero, ¿desde cuándo le importan a este Ministerio los magos?"
2,6,ERNESTO,"Desde que el mago es uno de nuestros agentes."
2,6,ALONSO,"¿Este ministerio recluta magos?"
2,6,IRENE,"Y no uno cualquiera. Argamasilla es uno de nuestros agentes estrella de la primera mitad del siglo XX. Se le reclutó por su inteligencia natural, su intuición y su gran poder de sugestión."
2,6,PACINO,"Un vendemotos, vaya…"
2,6,ALONSO,"¿Además de mago también vende motos?"
2,6,ERNESTO,"Creo que su compañero quiere decir otra cosa con lo de vender motos."
2,6,AMELIA,"Desde luego, con su metasomoscopia no se le debe resistir ninguna misión."
2,6,PACINO,"¿Meta qué?"
2,6,AMELIA,"Que puede ver a través de los cuerpos."
2,6,PACINO,"Sí y te saca radiografías… Por favor… eso es un truco."
2,6,ALONSO,"Nadie puede hacer eso. Sólo Dios."
2,6,ERNESTO,"No nos han llamado para descubrir si hay truco o no. El Ministerio de 1924 nos ha hecho llegar este video porque sospecha que Argamasilla está tramando algo turbio relacionado con este hombre…"
2,6,GROMEK,"Estoy realmente impresionado con los poderes de Argamasilla. Usted probablemente no habrá oído hablar de mi… Ya que mis asuntos son al otro lado del Atlántico. Permítame que me presente… Soy propietario de Gromek Circus."
2,6,PADRE DE ARGAMASILLA,"Usted dirá."
2,6,GROMEK,"Tengo teatros y locales por todo Estados Unidos. Es usted quien lleva los asuntos del hombre con rayos x en los ojos, ¿verdad?"
2,6,PADRE DE ARGAMASILLA,"Sí, efectivamente. Soy su padre."
2,6,GROMEK,"El don de su hijo es demasiado grande para actuar en un sitio tan pequeño."
2,6,ERNESTO,"El tal Gromek no solo es un empresario circense. Colabora con la Oficina Federal de Investigación."
2,6,PACINO,"¿El famoso FBI?"
2,6,ERNESTO,"Exacto. Aunque tenía otro nombre por entonces… Aquí está la prueba… Les sonará el nombre de su director: Jota Edgar Hoover."
2,6,ALONSO,"¿Quién es ese?"
2,6,PACINO,"Un pájaro de mucho cuidado."
2,6,ERNESTO,"El Ministerio de 1924 teme que el viaje de Argamasilla no tenga que ver tanto con las variedades como con que Hoover averigüe el secreto del Ministerio."
2,6,SUSANA,"Es un tema grave. Lo que no entiendo es que esa información le haya llegado a usted antes que a mí."
2,6,IRENE,"Los temas relacionados con asuntos internos se comunican entre los jefes de logística de los distintos ministerios. Es norma de la casa."
2,6,SUSANA,"Bien, vayamos al grano… Usted dice que Argamasilla puede desvelar nuestro secreto… Pero el tal Gromek está hablando con su padre."
2,6,ERNESTO,"Puro paripé… Argamasilla hijo y Gromek han sido localizados en varias ocasiones reunidos antes de lo que están ustedes viendo."
2,6,AMELIA,"¿Y qué propone que hagamos?"
2,6,ERNESTO,"Viajar con Argamasilla a Nueva York y vigilar todos sus movimientos."
2,6,SUSANA,"¿No sería más sencillo impedirle el viaje?"
2,6,ALONSO,"Eso mismo pienso yo."
2,6,IRENE,"Si nos piden que le vigilemos es porque sospechan que puede haber alguien más implicado."
2,6,ERNESTO,"Eso me temo."
2,6,AMELIA,"Pero Argamasilla no nos conoce… Sospechará de nosotros."
2,6,ERNESTO,"Señoras, señores: tienen que viajar al año 1924 para evitar que el Ministerio del Tiempo pase a ser propiedad de los Estados Unidos y del FBI."
2,6,IRENE,"Sí, hay veces que cambiar el pasado nos llevaría a un mundo peor. Ésta es una de ellas."
2,6,ALONSO,"Ir a una sesión de brujería. Hay misiones que no entiendo."
2,6,AMELIA,"No es brujería. Es espiritismo."
2,6,ALONSO,"¿Hay alguna diferencia?"
2,6,AMELIA,"Muchas."
2,6,PACINO,"¿Crees que el menda lerenda ése tiene poderes? Vamos no me jodas… rayos X en los ojos…"
2,6,AMELIA,"No lo sé."
2,6,PACINO,"¿En serio me vas a decir que hay peña que lee la mente, y que habla con los espíritus?"
2,6,AMELIA,"Sí."
2,6,PACINO,"Hablar con los muertos es muy fácil. El problema es que te contesten…"
2,6,AMELIA,"También hace unos meses viajar en el tiempo te parecería una bobada y mira ahora…"
2,6,PACINO,"Pues mira, ahí tienes razón. No hay nada más ridículo que un hombre con capa."
2,6,ALONSO,"Pues a mí me gustan."
2,6,IRENE,"Creía que no ibas a venir."
2,6,ERNESTO,"Yo siempre cumplo con mis promesas."
2,6,IRENE,"Los viejos tiempos… ¿Tú también crees que cualquier tiempo pasado fue mejor?"
2,6,ERNESTO,"No. Pero hay excepciones que confirman la regla. ¿Qué quieres Irene?"
2,6,IRENE,"Te he cubierto diciendo lo de que los asuntos internos se lleva entre los jefes de logística de los diversos ministerios."
2,6,ERNESTO,"Es el conducto reglamentario."
2,6,IRENE,"Sí. Pero también lo es que no puedes lanzar una misión a una patrulla sin hablar antes en privado con la subsecretaria del Ministerio. También son las reglas. No podemos seguir desconfiando los unos de los otros."
2,6,ERNESTO,"Eso díselo a Salvador. Él confió en ti. Y fíjate cómo le has pagado."
2,6,IRENE,"Cometió errores muy graves."
2,6,ERNESTO,"¿Más grave que infectar a todo el Ministerio con la gripe española? Mira, Irene… Dios sabe lo que me alegro de que sigas viva…"
2,6,IRENE,"Yo no. Ojalá hubiera muerto yo y no todos los que se infectaron a cambio de que me salvara. Voy a llevar ese peso encima mientras viva. Esto tiene que acabar. Hay que mirar hacia a delante… ¿Dónde está tu sentido de la disciplina? Es nuestra jefa… ¿O es que no soportas que quien mande ahora sea una mujer?"
2,6,ERNESTO,"La incompetencia es como la inteligencia, la bondad, la avaricia o la estupidez. Ninguna tiene sexo."
2,6,FERGUSON,"Gracias por avisarnos del problema… Hoover puede ser un enemigo muy serio."
2,6,SUSANA,"Haga lo que considere necesario, pero el secreto de viajar en el tiempo no puede caer en las manos equivocadas. Y menos bajo mi mandato en este ministerio."
2,6,FERGUSON,"No se preocupe. Por cierto… Quiero proponerle otro proyecto. En breve, queremos aprovechar el incendio del Alcázar de Madrid de 1734. Y recuperar los cuadros que se quemaron."
2,6,SUSANA,"Sí… Claro el incendio… Ya."
2,6,FERGUSON,"Son cuadros que ya se dan por perdidos. Sólo le pedimos que, si se da alguna alarma en el ministerio, haga caso omiso. Usted se llevará una buena comisión, como siempre."
2,6,SUSANA,"Está bien… pero primero arreglemos este problema del tal Argamasilla."
2,6,FERGUSON,"Perfecto."
2,6,SUSANA,"Perdón… Luego le llamo. ¿Cuántas veces le he dicho que llame antes de entrar?"
2,6,ANGUSTIAS,"Perdone… le traigo las horas extras del mes…"
2,6,SUSANA,"Déjelas en la mesa. Y la próxima vez que entre sin llamar la pongo de patitas en el siglo de donde vino."
2,6,AMELIA,"¿Señor Argamasilla? Somos los de la revista La Revelación. Yo soy Amelia Folch, periodista y éste es mi fotógrafo, Alonso."
2,6,ALONSO,"Mucho gusto."
2,6,PADRE DE ARGAMASILLA,"Perdone, pero esperaba a otra persona. Un tal Melitón Pérez."
2,6,AMELIA,"Soy yo. Es que firmo con pseudónimo masculino."
2,6,PADRE ARGAMASILLA,"Bien… Sólo nos falta un invitado. Un nuevo vidente… Vamos a tener que empezar sin él…"
2,6,PACINO,"¡Ya estoy aquí! Perdone el retraso.  Ojalá pudiera adivinar cuando llueve en esta ciudad… Mi nombre es…"
2,6,AMELIA,"¡Ha invitado al Gran Benito!"
2,6,PADRE DE ARGAMASILLA,"¿Quién?"
2,6,AMELIA,"El Gran Benito. También le hicimos un reportaje en la revista. Mire, mire."
2,6,ALONSO,"Bonita foto… Es mía."
2,6,AMELIA,"¿Está su hijo? Tengo ganas de conocerle…"
2,6,PADRE DE ARGAMASILLA,"Sí, sí, claro. Está dentro con Josefa la Peinadora."
2,6,PACINO,"¿La Peinadora?"
2,6,PADRE ARGAMASILLA,"La misma. ¿La conoce?"
2,6,PACINO,"He oído hablar de ella."
2,6,JOSEFA LA PEINADORA,"Tu padre te perdona… Allí donde está… se encuentra en paz."
2,6,ASISTENTE 1,"Gracias… Muchas gracias…"
2,6,JOSEFA LA PEINADORA,"¡Usted!"
2,6,AMELIA,"¿Yo?"
2,6,JOSEFA LA PEINADORA,"Su aura."
2,6,AMELIA,"¿Aura? ¿Qué aura?"
2,6,JOSEFA LA PEINADORA,"Sí. Es una fuerza muy poderosa. Acérquese, pequeña. Veo a dos hombres. Veo un problema. Mucha zozobra. Una encrucijada… ¡¡¡Y una muerte!!!"
2,6,AMELIA,"¿La… la mía?"
2,6,JOSEFA LA PEINADORA,"¿Pero qué hace usted? ¡Suélteme!"
2,6,PACINO,"Yo… yo también veo algo."
2,6,JOSEFA LA PEINADORA,"¿Pero quiere soltar mi cabeza?"
2,6,ALONSO,"¡Dejadle! ¡Es el Gran Benito!"
2,6,PACINO,"No… Las niñas no están en Moncloa… Ni en El Pardo… como le dijo a sus padres… Usted… ha mentido a la policía… Las niñas de la calle Hilarión Eslava… no están vivas…"
2,6,ARGAMASILLA,"¿Está hablando del caso de las niñas desaparecidas?"
2,6,PACINO,"Las niñas… están muertas… Al lado de su casa… En el vertedero de Cea Bermúdez…"
2,6,PADRE DE ARGAMASILLA,"Hay que ir allí…"
2,6,RAMÓN Y CAJAL,"Yo mismo me encargo. Llamaré al jefe de la Policía… El coronel del Valle es muy amigo mío. Que ninguno de los dos se mueva de aquí. Espero que no sea una broma o yo mismo me encargaré de que le metan en la cárcel. Y si dice la verdad, la que irá a la cárcel será usted."
2,6,SUSANA,"¿Se sabe algo de la patrulla?"
2,6,IRENE,"Todavía no."
2,6,SUSANA,"Es un plan precipitado. Ernesto me lo tenía que haber comentado antes."
2,6,IRENE,"Lo sé."
2,6,SUSANA,"Pues bien que le has justificado esta mañana."
2,6,IRENE,"No podemos convertir cada reunión en una guerra."
2,6,SUSANA,"Demasiado indulgente he sido con Ernesto. Cuando acabe esta misión se va fuera de este Ministerio."
2,6,IRENE,"No puedes hacer eso… Es el mejor. Él fue quien resolvió la crisis de la gripe."
2,6,SUSANA,"¿Dejando escapar al doctor Vargas?"
2,6,IRENE,"Él no fue el único que cometió un error."
2,6,SUSANA,"¡Hice todo por salvarte la vida!"
2,6,IRENE,"A costa de la vida de otros. Y de hacer peligrar el Ministerio… Yo no valgo tanto como eso."
2,6,SUSANA,"Para mí sí que lo vales. Para que te relajes, te voy a invitar a cenar."
2,6,IRENE,"¿Otra vez?…"
2,6,SUSANA,"Las que haga falta."
2,6,ALONSO,"¿De verdad teníais que jugar a ser un vidente?"
2,6,PACINO,"Tranquilo."
2,6,RAMÓN Y CAJAL,"Ya saben lo que tienen que hacer."
2,6,JOSEFA LA PEINADORA,"¡Suéltenme! ¡Yo no he hecho nada!"
2,6,RAMÓN Y CAJAL,"Ha cometido usted el peor de los crímenes. Sacar dinero a costa del dolor de unos pobres padres. Las tres niñas están muertas. Angelita, y las dos Marías. Ahora hay que investigar las causas. Yo mismo lo haré. Me descubro ante usted."
2,6,IRENE,"¿Para ir a cenar necesitamos viajar por el tiempo?"
2,6,SUSANA,"Es la única manera de encontrar una mesa libre en ese restaurante."
2,6,IRENE,"¿A dónde me llevas?"
2,6,SUSANA,"A cenar al Bulli en el 2002. Aquí está."
2,6,VALLE-INCLÁN,"¡Por el gran Benito y por el no menos grande Argamasilla!"
2,6,ARGAMASILLA,"Su exhibición ha sido impresionante."
2,6,PADRE DE ARGAMASILLA,"¿Podría hacerle una entrevista? Estoy preparando la Enciclopedia Espírita, y usted debe aparecer en ella."
2,6,PACINO,"Estaré encantado, pero habrá de esperar. Parto para Nueva York en unos días acompañado de mis amigos. Quiero conocer otros países, otros mundos con gente más abierta de espíritu… Nunca mejor dicho."
2,6,AMELIA,"Y nosotros vamos a hacer un reportaje sobre su viaje."
2,6,PADRE DE ARGAMASILLA,"Lástima no haberlo sabido antes… Podrían haber viajado con mi hijo… No me gusta que mi hijo viaje solo, pero esta vez él se ha empeñado."
2,6,ARGAMASILLA,"Ya soy un hombre, padre."
2,6,AMELIA,"¿También viaja usted a Nueva York?"
2,6,ARGAMASILLA,"Sí… La semana que viene cogeré un barco en Cherburgo… El Leviatán…"
2,6,ALONSO,"Vaya nombrecito."
2,6,AMELIA,"¿Leviatán? Pero si vamos en el mismo barco…"
2,6,PADRE DE ARGAMASILLA,"¡Qué casualidades tiene la vida!"
2,6,ARGAMASILLA,"Sí… Parece cosa de magia."
2,6,PACINO,"Por cierto, no nos ha dicho cuál es el motivo de su viaje a Nueva York…"
2,6,VALLE-INCLÁN,"Un gran empresario quiere que los Estados Unidos conozcan a nuestro Argamasilla… Y. no se lo van a creer, en cuanto ha sabido de la noticia, el gran Houdini le ha desafiado para que le muestre sus poderes"
2,6,AMELIA,"¿Houdini?"
2,6,ARGAMASILLA,"El más grande mago y escapista de todos los tiempos… Su última hazaña fue grandiosa… le ataron con cadenas… … Luego le metieron en un saco y le encerraron en un baúl… Vemos la acción que describe Argamasilla."
2,6,ALONSO,"Sólo un loco permitiría que le hicieran eso de buen grado."
2,6,AMELIA,"¿Qué ocurrió? ¿Logró escapar?"
2,6,ARGAMASILLA,"Por supuesto. En apenas cinco minutos."
2,6,VALLE-INCLÁN,"Será un gran escapista… Pero tendrá que reconocer los poderes del hombre con rayos X en los ojos."
2,6,PADRE DE ARGAMASILLA,"Sin duda."
2,6,ALONSO,"Perdonad mi insolencia… Pero me gustaría una demostración de cómo veis a través de los cuerpos."
2,6,VALLE-INCLÁN,"¿Duda usted de Argamasilla?"
2,6,ALONSO,"Por lo que veo, vos… usted… bien cree en sus poderes."
2,6,VALLE-INCLÁN,"Pues claro que lo creo. ¡Soy gallego, por el amor de Dios! España necesita de héroes como usted, joven. De cráneos privilegiados que demuestren que este país no es solo furia y llanto. Que también es genio. Por eso estoy convencido de que le va a dar un escarmiento a ese cantamañanas de Houdini, y a todos esos bárbaros americanos del Norte. Por superioridad moral, histórica y racial."
2,6,PACINO,"Muy patriótico le veo."
2,6,ALONSO,"Yo no. Da gusto ver que todavía hay gente que defiende el alto nombre de España."
2,6,VALLE-INCLÁN,"Muchos me critican cuando escribo de los defectos de nuestra patria y advierto de su perdición. Este país, este corral de beatas y mortaja, es un esperpento… El reflejo deformado de lo que debía ser."
2,6,ALONSO,"Creo que ya es hora de que nos cuentes lo de Houdini. Por la mañana nos hablasteis de él. Y ahora, vamos camino de conocerle."
2,6,AMELIA,"Estaba jugando con una planchette y apareció su nombre."
2,6,PACINO,"¿Planchette?"
2,6,AMELIA,"Sí, un artilugio para comunicarse con los espíritus."
2,6,PACINO,"¿Qué es, como una ouija?"
2,6,AMELIA,"¿Ahora lo llaman así?"
2,6,PACINO,"Mi abuela me decía que nunca jugara a eso. Pensaba que eran la puerta a nuestro mundo de los malos espíritus."
2,6,ALONSO,"Vuestra abuela era una mujer sabia… ¿Habéis tenido antes premoniciones como ésta? Esta misión no me da buena espina."
2,6,PACINO,"¿Un soldado como tú tiene miedo de los espíritus?"
2,6,ALONSO,"Les temo más que a los vivos. A los vivos les puedes matar cuando te atacan. A los espíritus, no."
2,6,ANGUSTIAS,"Aquí tienen los billetes… Que vaya dineral… Sólo quedaban camarotes de primera clase especial."
2,6,SUSANA,"Le felicito, Pacino. Por lo que me han contado sus compañeros estuvo brillante descubriendo a esa vidente falsaria."
2,6,ERNESTO,"Sí… ¿Cómo sabía de esa historia?"
2,6,PACINO,"Mi padre era policía, mi abuelo también… Es una historia que oí en mi casa. Y en la academia. Es uno de los primeros grandes casos de la policía forense en España."
2,6,ALONSO,"¿Se detuvo a quien las mató?"
2,6,PACINO,"No las mató nadie. Estaban jugando entre los escombros y se metieron en una cueva. No supieron salir de allí."
2,6,AMELIA,"Pobrecitas."
2,6,IRENE,"Bien… ya pueden preparar el equipaje… les espera un largo viaje."
2,6,ALONSO,"¿Hemos llegado por fin? No veo la hora de apoyar los pies en suelo firme."
2,6,PACINO,"No se ve nada…"
2,6,AMELIA,"Ahí esta."
2,6,ARGAMASILLA,"América."
2,6,ALONSO,"Las Indias."
2,6,ARGAMASILLA,"El Hotel Pennsylvania…"
2,6,PACINO,"Qué preciosidad."
2,6,AMELIA,"¡Una obra de arte!"
2,6,ALONSO,"Espero que el montacargas funcione mejor que el del Ministerio."
2,6,CONSERJE,"Welcome to the Pennsylvania Hotel. May I help you?"
2,6,AMELIA,"Thank you. This bag is too heavy for me."
2,6,CONSERJE,"It will be a pleasure. Alonso mira a Argamasilla y Pacino."
2,6,ALONSO,"Esta mujer nunca deja de sorprenderme."
2,6,PACINO,"Yo he entendido casi todo. Menos lo último que ha dicho…"
2,6,FERGUSON,"Son viejos amigos suyos, ¿no es cierto?"
2,6,LOLA,"Llamarles amigos tal vez sea demasiado."
2,6,FERGUSON,"Me alegro oír esas palabras. Ahí tienen toda la información que necesitan."
2,6,BENNET,"Tengo una pregunta."
2,6,FERGUSON,"La respuesta es sí. Tienen permiso. Si en algún momento nuestro secreto se viera comprometido, deben utilizar todos los medios de los que dispongan."
2,6,RECEPCIONISTA,"Welcome to the Pennsylvania Hotel. May I help you?"
2,6,AMELIA,"We have two reservations. Our names are Joaquín Argamasilla and Amelia Folch."
2,6,RECEPCIONISTA,"Yes, madam. You have to sign here… and here."
2,6,ALONSO,"Esta mujer nunca deja de sorprenderme."
2,6,PACINO,"Yo he entendido casi todo. Menos lo último que ha dicho… Pues aquí estamos… dos grandes videntes, compartiendo habitación nada menos que en la capital del mundo."
2,6,ARGAMASILLA,"Sí."
2,6,PACINO,"Bueno, qué, ¿preparado para dar una vuelta, Argamasilla?"
2,6,ARGAMASILLA,"En otro momento. El señor Gromek me está esperando."
2,6,PACINO,"Muy bien, le acompaño. Venga, después le invito a unas cervezas."
2,6,ARGAMASILLA,"Me temo que aquí impera la ley seca, Benito. Si no le importa, prefiero ir solo. Son negocios, ya sabe."
2,6,PACINO,"Ah. Bueno, claro, claro. ¡Espere! Antes de que se vaya quiero que me conteste a una pregunta."
2,6,ARGAMASILLA,"¿Tan urgente es?"
2,6,PACINO,"Mucho. Usted puede ver a través de los objetos, ¿no?"
2,6,ARGAMASILLA,"Eso dicen."
2,6,PACINO,"Entonces… ¿Puede ver lo que hace Amelia a través de la pared?"
2,6,ARGAMASILLA,"Tener poderes no significa dejar de ser un caballero."
2,6,LOLA,"¿Un solo micrófono? Ya veo que el Ministerio sigue sin reparar en gastos…"
2,6,BENNET,"Mi turno…"
2,6,GROMEK,"Vamos, nos esperan…"
2,6,BENNET,"Oh, excuse me."
2,6,ARGAMASILLA,"Tranquilo, no pasa nada."
2,6,BENNET,"¿Bond? ¿James Bond?"
2,6,ARGAMASILLA,"No. Argamasilla. Joaquín Argamasilla."
2,6,BENNET,"Aren’t you English?"
2,6,GROMEK,"Le confunde con un inglés."
2,6,ARGAMASILLA,"No. Yo, español. Mucho español. De España."
2,6,BENNET,"Oh… I’m sorry."
2,6,ARGAMASILLA,"¿No estaba un poco bebido?"
2,6,GROMEK,"No lo creo. Aquí el alcohol está prohibido."
2,6,GROMEK,"Could you call us a taxi, please?"
2,6,AMELIA,"Es impresionante."
2,6,ALONSO,"Sí… Parece que vayamos a tocar el mismo cielo."
2,6,AMELIA,"Lástima que tengamos que trabajar… Hay tantas cosas que descubrir en esta ciudad…"
2,6,PACINO,"¿Se puede?"
2,6,ALONSO,"Pasad."
2,6,AMELIA,"¿Y Argamasilla? ¿Y le has dejado ir solo?"
2,6,PACINO,"Tranquila… Le he colocado un micrófono. Se lo pedí a Ernesto. Última tecnología. No era cuestión de acompañarle. Hubiéremos despertado sospechas."
2,6,ALONSO,"Bien pensado."
2,6,ARGAMASILLA,"Ahora viene."
2,6,MATÓN,"Password."
2,6,GROMEK,"Swordfish."
2,6,ARGAMASILLA,"¿No estaba el alcohol prohibido?"
2,6,GROMEK,"Siempre hay clases, amigo Argamasilla… Ahí está míster Hoover. Señor Argamasilla… Le presento a mi jefe…"
2,6,HOOVER,"My name is J. Edgar Hoover. It’s a great honor to finally meet the man with X_ray eyes."
2,6,ARGAMASILLA,"Perdone, pero no le entiendo, mister Hoover."
2,6,GROMEK,"Dice que es un honor conocer al hombre con rayos X… Siéntese, por favor."
2,6,HOOVER,"We want you to help us fight evil."
2,6,GROMEK,"Queremos que nos ayude a combatir el mal. Nuestra organización lleva años luchando contra el imperio del crimen."
2,6,ARGAMASILLA,"Será un honor. Siempre he admirado su nación. Sin ella, nunca habría acabado la gran guerra. Sólo una pregunta,  ¿cómo dieron conmigo?"
2,6,GROMEK,"Buscamos por todo el mundo personas como usted… … Personas con poderes… Únicas…"
2,6,BENNET,"¿Quién se cree ese tipo? ¿Magneto?"
2,6,LOLA,"Es peor que eso. Los X_Men son un comic. Esto es la realidad."
2,6,PACINO,"No se oye nada… O esto no funciona bien o se han puesto a hacer en mitad de la reunión un Jesucristo Superstar."
2,6,AMELIA,"¿Me dejas? Pero… esto es góspel."
2,6,ALONSO,"¿Qué es eso?"
2,6,AMELIA,"Un cántico religioso de la gente de color…"
2,6,ALONSO,"¿Estáis seguro que colocasteis el micrófono a Argamasilla?"
2,6,GROMEK,"Sabemos de su don, Argamasilla. Hasta un premio Nobel, como Charles Richet, ha avalado sus poderes. Mañana uno de nuestros mejores agentes, el señor Houdini, confirmará sus poderes. Sólo queremos estar seguros."
2,6,HOOVER,"You won’t disappoint us, will you?"
2,6,GROMEK,"Esperamos que no nos decepcione…"
2,6,ARGAMASILLA,"No lo haré… … Tengo un gran secreto que contarles."
2,6,LOLA,"Esto se complica."
2,6,BENNET,"Sí. Tenemos que entrar en acción. Se me ha ocurrido una idea. Una oferta que Argamasilla no podrá rechazar…"
2,6,ALONSO,"Argamasilla ha debido saber que le pusisteis el micrófono…"
2,6,PACINO,"No, si ahora va a ser verdad que tiene poderes el jodío."
2,6,AMELIA,"Nunca tenías que haberle dejado solo…"
2,6,ALONSO,"¿Dónde vais?"
2,6,PACINO,"Yo la he cagado, yo tengo que arreglarlo. Bueno, tal vez necesite una pequeña ayuda. ¿Puedes hacerme de traductora, Amelia?"
2,6,ALONSO,"¿De verdad no queréis que os acompañe?"
2,6,PACINO,"¿Tú has metido la pata alguna vez?"
2,6,ALONSO,"Muchas."
2,6,PACINO,"Y cuando lo has hecho, ¿has pedido ayuda a alguien?"
2,6,ALONSO,"Nunca."
2,6,PACINO,"Pues eso."
2,6,AMELIA,"Dejadme más dinero. Este niño parece un fenicio."
2,6,ALONSO,"Pardiez con el niño. Nos va a arruinar."
2,6,AMELIA,"El taxi te llevará donde ha ido Argamasilla. Es un local clandestino. Te está apuntando la contraseña. Para que te dejen entrar…"
2,6,PACINO,"Gracias. Eres fantástica, Amelia."
2,6,AMELIA,"No debería haber ido solo. Además, no sabe inglés… Ni conoce la ciudad."
2,6,ALONSO,"Sabe defenderse… Parecéis una enamorada añorando a su hombre."
2,6,AMELIA,"¿Pero qué tontería estás diciendo, Alonso? ¿Por qué los hombres creéis que todas las mujeres tenemos como único objetivo el amor o el matrimonio?"
2,6,ALONSO,"En mi época es así."
2,6,AMELIA,"Pues en la mía algunas luchamos porque deje de ser así. Y yo, la primera."
2,6,ALONSO,"Y os respeto. No os entiendo, pero os respeto. A alguien como yo no le podéis pedir más. Así que éste es Houdini. El hombre que se os apareció en una tabla parlante."
2,6,AMELIA,"Sí. Un tipo increíble. No sólo sabía desatarse de cualquier grillete o candado. También era un gran mago. Un día, en el hipódromo de Nueva York cubrió con una lona a un elefante de cinco mil kilos… Le apuntó con un rifle… Disparó y…"
2,6,ALONSO,"Mató al elefante."
2,6,AMELIA,"No. Le hizo desaparecer. Nunca contó el secreto de cómo lo hizo. Pobre hombre…"
2,6,ALONSO,"¿Porque os compadecéis de él si tiene tan grandes poderes?"
2,6,AMELIA,"En el fondo, era un alma atormentada alma atormentada. Tras la muerte de su madre, se obsesionó con  ponerse en contacto con ella. Y una espiritista se ofreció a ayudarle."
2,6,ALONSO,"¿Y aceptó?"
2,6,AMELIA,"El espiritismo empezó a estar de moda en mi época… Pero he leído que después de la primera guerra mundial se convirtió en un fenómeno social. Fueron tantos los muertos que fueron miles los familiares que soñaban comunicarse con ellos. La sesión fue en la casa de Conan Doyle, el creador de Sherlock Holmes."
2,6,ALONSO,"¿Otro mago?"
2,6,AMELIA,"No, un famoso escritor. Su esposa, Jean, era la espiritista. Por un instante creyó en lo imposible, que era su difunta madre la que escribía llamándole querido Harry… …Pero pronto supo que era una estafa. Todo estaba escrito en inglés. Ella era húngara y jamás habló inglés. Y tampoco le llamaba Harry, su nombre artístico. Su madre siempre le llamó Erik. Escucharlo de sus labios era lo que Houdini más añoraba. Desde entonces, se dedicó a desenmascarar a todos los farsantes que se aprovechaban del dolor de los demás."
2,6,ALONSO,"Para hablar con su madre…"
2,6,AMELIA,"Sí… Y para seguir en contacto con su esposa cuando uno de los dos hubiera muerto. Su madre y su esposa fueron los dos grandes amores de su vida. Houdini prometió a su mujer que se comunicaría con ella después de muerto."
2,6,ALONSO,"Como su ángel de la guarda…"
2,6,AMELIA,"Para que no la engañara ningún falso vidente, le dejó una clave de ocho palabras que descifrada decía: Rosabelle believe!"
2,6,ALONSO,"Un santo y seña para saber que el mago no le engañaba. ¿Consiguió volver a comunicarse con su esposa después de muerto?"
2,6,AMELIA,"No. Como tampoco logró volver a contactar con su madre fallecida."
2,6,ALONSO,"Triste historia."
2,6,GROMEK,"¿El gran Benito? Nunca he oído hablar de él."
2,6,ARGAMASILLA,"Es increíble. Le he visto descubrir un crimen sólo tocando una cabeza. Ha venido conmigo a Nueva York."
2,6,GROMEK,"Increíble… Me gustaría conocerle."
2,6,ARGAMASILLA,"Pues le va a conocer ahora mismo, porque por ahí viene."
2,6,GROMEK,"¿Cómo sabe que estamos aquí?"
2,6,ARGAMASILLA,"Sus poderes me sorprenden más a cada minuto…"
2,6,PACINO,"Joder, qué difícil es tomarse una copita en esta ciudad."
